fake_location,goal_location,plan_length,real_location,started_plan
"(-3.3000231106820146, 0.42533130760901255)","(1.673000000000001, -0.8520000000000003)",259.0,"(-2.0269999999999997, 0.09799999999999986)","[(-3.3269999769, 0.398000096858), (-3.33509838858, 0.444277715955), (-3.33617575448, 0.469254828144), (-3.33718951029, 0.494234229151), (-3.33781302257, 0.519226600129), (-3.3383479385, 0.544220496986), (-3.33877375409, 0.569216682661), (-3.33900034711, 0.594215920094), (-3.33884289548, 0.619215157527), (-3.33844063564, 0.644212106142), (-3.33782131953, 0.66920447712), (-3.33680460733, 0.694183878126), (-3.33518479148, 0.719131235676), (-3.33314545429, 0.744048075647), (-3.32556031013, 0.767869334547), (-3.31761524929, 0.791573100769), (-3.30928242445, 0.815144115525), (-3.30056889283, 0.838576275298), (-3.29169543002, 0.861948162853), (-3.28225462635, 0.885097272085), (-3.2721194524, 0.907950360804), (-3.2614426868, 0.930556257137), (-3.25176708851, 0.953607710117), (-3.24084713596, 0.976096876712), (-3.22950203539, 0.998374709075), (-3.21838543518, 1.02076698236), (-3.20543434704, 1.04215064967), (-3.18848373949, 1.06052680961), (-3.17185413871, 1.07919364949), (-3.15485374936, 1.09752327012), (-3.13512184599, 1.11287437509), (-3.11493656585, 1.12762428376), (-3.09510090271, 1.14284111137), (-3.07265713101, 1.15385337961), (-3.05052158686, 1.16547371059), (-3.02856571495, 1.177428972), (-3.00629493978, 1.18878761474), (-2.98344585649, 1.1989324208), (-2.96015808301, 1.20802513334), (-2.93668529671, 1.21662956462), (-2.91304237491, 1.22475410698), (-2.88923809141, 1.23239341984), (-2.86531498009, 1.23965126296), (-2.84124862689, 1.24642006189), (-2.81765586836, 1.25468879981), (-2.79400798745, 1.26279960926), (-2.77141658697, 1.27350593876), (-2.74815875887, 1.28267494525), (-2.72437736355, 1.29038521147), (-2.70021869468, 1.29681602822), (-2.67577430497, 1.30205742234), (-2.65116683695, 1.3064702642), (-2.62618571933, 1.30744301202), (-2.60120765347, 1.30849052791), (-2.57645427328, 1.31199394593), (-2.55164481703, 1.31507469548), (-2.52664786842, 1.31545692816), (-2.50165130127, 1.31587654486), (-2.476779284, 1.31840263743), (-2.45189315234, 1.32078606032), (-2.42696753856, 1.31885734935), (-2.40205088933, 1.31681724922), (-2.37713633818, 1.31475349797), (-2.35218096976, 1.31326042544), (-2.32722407547, 1.31179405579), (-2.30224963357, 1.31066032774), (-2.27727385652, 1.30956398373), (-2.25228911494, 1.30868660335), (-2.22730322895, 1.30784813288), (-2.20231257458, 1.30716530206), (-2.17732077581, 1.30652214409), (-2.15232630675, 1.30600029349), (-2.12733088401, 1.30552116751), (-2.10233374466, 1.30514503835), (-2.07733584238, 1.3048192632), (-2.05233679568, 1.30459190724), (-2.02733736751, 1.3044286382), (-2.00233736714, 1.30437294362), (-1.9773375575, 1.30440651295), (-1.95233946448, 1.30471931813), (-1.92734175292, 1.3050550115), (-1.90234251549, 1.30526405691), (-1.8773446132, 1.30558449149), (-1.85234880899, 1.30604759574), (-1.82735643802, 1.30666099907), (-1.80242967983, 1.30857292537), (-1.77746134145, 1.30983101254), (-1.75247507399, 1.30899940853), (-1.72748842505, 1.30818153742), (-1.7024994873, 1.30744301202), (-1.67751016808, 1.30670906426), (-1.65251951372, 1.30602775931), (-1.62752905009, 1.30533958792), (-1.60253782352, 1.30467888234), (-1.57754697842, 1.3039975774), (-1.55255613332, 1.30331856128), (-1.52756643263, 1.30259910936), (-1.50257749488, 1.30185448044), (-1.47759084595, 1.30104423873), (-1.4526057229, 1.30017448774), (-1.42762479601, 1.29920479168), (-1.40264768382, 1.29813057292), (-1.37767667515, 1.29693199502), (-1.35270986265, 1.2956403385), (-1.32774915366, 1.29423958165), (-1.3027930223, 1.29276100497), (-1.27784299446, 1.29118248321), (-1.25289716279, 1.28953453397), (-1.22795781611, 1.28779274317), (-1.20302342853, 1.28598686546), (-1.17809514447, 1.28409248677), (-1.15317181951, 1.28213554704), (-1.12825536101, 1.2800931581), (-1.10334424308, 1.27798973399), (-1.07843999161, 1.27580162361), (-1.05354146219, 1.27355247807), (-1.02865056216, 1.27122017213), (-1.00376538418, 1.26882530515), (-0.97888859853, 1.26634727777), (-0.954017916397, 1.26380516347), (-0.929156389537, 1.26117988877), (-0.904301729132, 1.25848823834), (-0.879456224001, 1.25571190163), (-0.854618729735, 1.25286690037), (-0.829791153681, 1.24993644988), (-0.804984558463, 1.24683052332), (-0.780234420765, 1.24330650594), (-0.755559051135, 1.23928962966), (-0.730990111559, 1.23466697944), (-0.706671797598, 1.22887016539), (-0.682501493894, 1.22248207325), (-0.658384214481, 1.21589790568), (-0.634384809217, 1.20889564727), (-0.610248456318, 1.20238167012), (-0.586278042753, 1.19528022959), (-0.56241825541, 1.18781639281), (-0.538673290456, 1.17999550036), (-0.51501758942, 1.17190757909), (-0.491455729938, 1.16355110314), (-0.467956431493, 1.15501915111), (-0.444486506216, 1.14640785337), (-0.420842630742, 1.13828559983), (-0.39705227089, 1.13060356236), (-0.373109323146, 1.12341056909), (-0.349036294222, 1.11666618423), (-0.324831658242, 1.11041008062), (-0.300516396038, 1.10459877072), (-0.276091652022, 1.0992665868), (-0.251692085008, 1.0938207249), (-0.227349356984, 1.08812614474), (-0.203042868585, 1.0822774508), (-0.178780630675, 1.07624870316), (-0.154541280948, 1.07012992865), (-0.130336263498, 1.06387535092), (-0.106144978958, 1.05756813037), (-0.0819811602381, 1.05115715005), (-0.0579485671066, 1.04426856962), (-0.0341570628458, 1.03659034685), (-0.010516620599, 1.0284581751), (0.012931179433, 1.01978660515), (0.0363301513393, 1.0109838096), (0.0596040011734, 1.00185523891), (0.0827630286181, 0.992439040042), (0.105613447049, 0.982298048679), (0.128331876953, 0.971863325624), (0.150776793059, 0.960853346212), (0.172974135309, 0.949352033784), (0.194908263444, 0.937355573645), (0.21649716147, 0.924750287812), (0.23830960076, 0.912534101107), (0.259840515388, 0.899828870205), (0.281408432579, 0.887186963278), (0.302533463412, 0.873817975042), (0.32379239012, 0.860662609855), (0.344988755792, 0.847407299599), (0.365765504759, 0.833502727859), (0.386496477358, 0.819531017445), (0.406851702271, 0.805016094133), (0.427175265196, 0.790457683272), (0.447164279165, 0.775443034611), (0.466863757608, 0.760049967975), (0.486568576628, 0.744664530734), (0.505965549573, 0.728892283185), (0.525238163385, 0.712968973621), (0.544352848729, 0.696855692131), (0.563232548717, 0.680467752434), (0.581954320236, 0.663900521962), (0.600630315388, 0.647280648668), (0.619178518179, 0.630518868633), (0.637843450708, 0.613886788307), (0.656368383845, 0.59709906833), (0.675021872282, 0.580454780973), (0.693543372192, 0.563663246299), (0.711952338531, 0.546748115431), (0.73046086847, 0.529942847847), (0.748860298065, 0.513017035827), (0.767172752562, 0.495998145193), (0.785533272245, 0.479030371502), (0.803827797664, 0.461992407381), (0.822071206139, 0.444898748679), (0.840340936025, 0.427834081677), (0.858577478045, 0.41073355652), (0.876889169602, 0.393713140007), (0.89515699214, 0.376646184186), (0.913390863871, 0.359542607271), (0.931695307504, 0.342515324302), (0.949958170935, 0.325442264966), (0.968190135318, 0.308337162172), (0.986483516328, 0.291297290702), (1.00474027624, 0.27421812785), (1.02297185916, 0.257112643586), (1.04124998138, 0.240056368918), (1.05950063778, 0.22297072108), (1.07779478173, 0.20593199402), (1.09606565602, 0.188868471427), (1.11431860124, 0.171785493877), (1.13261694136, 0.154750962984), (1.15056471079, 0.13734716939), (1.16788877721, 0.119323106011), (1.18455328246, 0.100687165181), (1.2005940847, 0.0815118261503), (1.21596960373, 0.0617993777364), (1.23082327217, 0.041690200801), (1.2454865872, 0.0214421688831), (1.25994772328, 0.00104917846693), (1.2742181245, -0.0194777078253), (1.28825621064, -0.0401644299353), (1.30207037406, -0.0610010696501), (1.31567701794, -0.0819738940593), (1.32907576081, -0.103080232875), (1.34220556753, -0.124354799842), (1.35505384958, -0.145800646719), (1.36762060697, -0.16741243293), (1.37991003586, -0.189183292019), (1.39191679568, -0.211111316638), (1.4036614858, -0.233180866527), (1.41513304359, -0.255393467566), (1.42632040643, -0.277750645634), (1.43720183054, -0.300258504246), (1.44776777918, -0.322915898992), (1.45800909708, -0.345722066935), (1.4679250213, -0.368671286027), (1.47751822213, -0.391757452753), (1.4867806887, -0.414978278294), (1.49571318395, -0.438328040605), (1.50431952258, -0.46179987323), (1.51260657104, -0.485386528244), (1.52057242199, -0.509083428012), (1.52822699364, -0.532882561667), (1.53555884189, -0.556783166271), (1.54257254439, -0.580779519778), (1.54926352349, -0.604867426021), (1.55564703799, -0.629038492665), (1.56172079907, -0.653289667953), (1.56750616903, -0.677611033672), (1.57300009611, -0.701999919534), (1.62300009686, -0.751999920279), (1.673, -0.70199999404), (1.673, -0.852)]"
"(2.2905299114530706, -4.822832697680411)","(-1.6269999999999998, -1.0019999999999998)",242.0,"(0.8230000000000004, -4.602)","[(2.27300010654, -4.85199998137), (2.23448692238, -4.85718100791), (2.20960822938, -4.85964501628), (2.18802085723, -4.84703677405), (2.16613746457, -4.83494866581), (2.14419303675, -4.822971756), (2.12216010796, -4.81115811523), (2.10060477927, -4.79849503673), (2.07897163075, -4.78596423286), (2.0573087276, -4.77348597645), (2.03562598802, -4.76104214768), (2.01414847915, -4.74824641309), (1.99264579328, -4.7354936892), (1.97110953808, -4.722796946), (1.94957557169, -4.71009705568), (1.92815909799, -4.6972005177), (1.90668616676, -4.68439801202), (1.88515372625, -4.6716951653), (1.86348929722, -4.65921872087), (1.84187522219, -4.64665568281), (1.82014746918, -4.63429072291), (1.79833884459, -4.62206890953), (1.77646002956, -4.60997174138), (1.75471701777, -4.59763405656), (1.73291907433, -4.58539259749), (1.71108145803, -4.57322142421), (1.68921713886, -4.56109869759), (1.6674458983, -4.54881069921), (1.64564642898, -4.53657200579), (1.62382025678, -4.52438147292), (1.60198187755, -4.51221211163), (1.58021292581, -4.49991982171), (1.55842413764, -4.48766110113), (1.53662161657, -4.47542851122), (1.51480803287, -4.46321518554), (1.49305014375, -4.45090267773), (1.4712762329, -4.43861897088), (1.44949392972, -4.42634937841), (1.42770361568, -4.41409466326), (1.40595793359, -4.40176060241), (1.38420195182, -4.38944542431), (1.36243643331, -4.37714588647), (1.34066519275, -4.36485779272), (1.31888594132, -4.35258285967), (1.29713224837, -4.34026329467), (1.27536482251, -4.32796757153), (1.25358404521, -4.31569569024), (1.23179220529, -4.30344345464), (1.21001867591, -4.29115879412), (1.18821806218, -4.27892200805), (1.16637472384, -4.2667624696), (1.14445661744, -4.2547372085), (1.12257856535, -4.24264023108), (1.10064443722, -4.23064396168), (1.07866567713, -4.2187304712), (1.05664915153, -4.20688717116), (1.03468565022, -4.19494507046), (1.01268781665, -4.18306705667), (0.990659846956, -4.171244356), (0.968608607614, -4.15946590581), (0.946606959337, -4.14759437701), (0.924580134058, -4.13576957824), (0.902533472352, -4.12398235425), (0.880470407448, -4.11222583858), (0.858450830094, -4.10038806984), (0.836412560722, -4.08858463339), (0.814359032562, -4.07680980716), (0.792294060309, -4.06505653398), (0.770220314253, -4.05331985473), (0.748177848714, -4.04152461987), (0.726123176144, -4.02975189173), (0.70406011124, -4.01799518532), (0.681990561351, -4.00625087667), (0.659948095813, -3.99445526034), (0.63789685647, -3.98267681016), (0.615837987733, -3.97091190214), (0.593774922829, -3.95915538647), (0.571735127579, -3.94735481103), (0.549688847343, -3.9355668241), (0.527636463592, -3.92379009053), (0.505572635749, -3.91203490999), (0.483528644331, -3.90024196396), (0.461459857381, -3.88849632017), (0.439358645504, -3.8768115208), (0.417227678988, -3.86518298821), (0.395063524605, -3.85361797034), (0.372932176619, -3.84199039143), (0.350769929584, -3.8304217496), (0.328582887017, -3.81890060074), (0.306373337736, -3.80742274871), (0.28419964661, -3.79587623212), (0.26200344877, -3.78437244014), (0.239787795973, -3.77290679513), (0.217556121447, -3.76147185843), (0.195359160667, -3.74997016454), (0.173144652279, -3.73850203998), (0.150914885102, -3.72706386079), (0.128672529424, -3.71565009567), (0.106420255533, -3.70425502256), (0.0841954474627, -3.69280730663), (0.0619569064819, -3.68138553064), (0.0397065399394, -3.66998740578), (0.0174435848958, -3.65861388571), (-0.00479800784287, -3.64719859471), (-0.02705600378, -3.63581496569), (-0.049334217613, -3.62447100953), (-0.0716280717049, -3.61315833389), (-0.0938936970367, -3.60178958219), (-0.116176869976, -3.59045573497), (-0.138476827584, -3.57915431269), (-0.160791281041, -3.56788207283), (-0.183117560061, -3.55663310264), (-0.205417136199, -3.54533168035), (-0.227730445247, -3.53405696094), (-0.250056342796, -3.5228072278), (-0.272391777089, -3.51157694962), (-0.29470127144, -3.50029460082), (-0.317022591353, -3.48903571241), (-0.339353829479, -3.47779704189), (-0.361693841408, -3.46657553751), (-0.384040338323, -3.45536681237), (-0.406930429607, -3.44531489419), (-0.429619867811, -3.43481780083), (-0.452208216536, -3.42410479561), (-0.474718745436, -3.41322947501), (-0.497348674362, -3.40260420782), (-0.521092113437, -3.3947779748), (-0.544730648335, -3.38664046247), (-0.568239483524, -3.37813559479), (-0.591574749985, -3.36916495256), (-0.61468990841, -3.35964251437), (-0.637755475771, -3.34999934101), (-0.661006055951, -3.34081183324), (-0.684257399071, -3.33162604209), (-0.707248198364, -3.32180701118), (-0.729931533052, -3.31129694786), (-0.752237212706, -3.30000677893), (-0.774867904572, -3.28938418203), (-0.797260940794, -3.2782685355), (-0.819343460654, -3.26654806871), (-0.841002549112, -3.25406294584), (-0.86270359924, -3.2416506837), (-0.884390153518, -3.22921324455), (-0.905640687892, -3.21604433718), (-0.925599947223, -3.20099039714), (-0.945779314589, -3.18623228687), (-0.965942660227, -3.1714528143), (-0.985652819822, -3.15607367131), (-1.0044695773, -3.13961382457), (-1.02354726008, -3.1234568648), (-1.04204510887, -3.10663958091), (-1.06006573902, -3.0893116998), (-1.0782435347, -3.07214880434), (-1.09567021648, -3.05422335089), (-1.11279439276, -3.03600931558), (-1.12984914155, -3.01772985822), (-1.14528340692, -2.99806299543), (-1.16087712663, -2.97852239914), (-1.17639722269, -2.95892324723), (-1.19114102784, -2.93873358018), (-1.2054839083, -2.91825723863), (-1.22065534102, -2.89838705248), (-1.23544835577, -2.87823324359), (-1.24954175503, -2.85758428698), (-1.26312894395, -2.83659925554), (-1.27676229071, -2.81564359727), (-1.29120740506, -2.79523916276), (-1.30493039721, -2.77434225083), (-1.31827382698, -2.75320119827), (-1.33140554104, -2.73192777571), (-1.3444125145, -2.71057767774), (-1.35792379095, -2.6895434367), (-1.37102269861, -2.66824979625), (-1.38372602216, -2.64671773721), (-1.39638814699, -2.62516164558), (-1.40904760152, -2.6036036466), (-1.42165632058, -2.58201627445), (-1.43431005307, -2.56045522372), (-1.44686956253, -2.53883885987), (-1.45947522984, -2.51724958037), (-1.47206029777, -2.49564847531), (-1.48468923473, -2.47407292873), (-1.49733114166, -2.45250463007), (-1.50995283069, -2.43092488731), (-1.52262144049, -2.40937222891), (-1.53527173976, -2.38780927083), (-1.54793691634, -2.36625470508), (-1.56058454531, -2.34468983964), (-1.57326917684, -2.32314709945), (-1.58599271829, -2.30162686598), (-1.59870214536, -2.28009862164), (-1.61140737627, -2.25856770701), (-1.62445058935, -2.23724011575), (-1.63726263178, -2.2157725251), (-1.65181455765, -2.19544438454), (-1.6653044718, -2.17439602912), (-1.67796087457, -2.15283650426), (-1.69080000135, -2.13138531681), (-1.70268964996, -2.10939358675), (-1.71127157453, -2.08591259885), (-1.71953821436, -2.06231907738), (-1.72692289618, -2.0384344945), (-1.73400335588, -2.01445797742), (-1.74073343563, -1.9903811338), (-1.74715090093, -1.96621884096), (-1.75317659682, -1.94195584011), (-1.75882044151, -1.91760128652), (-1.76414575897, -1.89317501663), (-1.76907682747, -1.8686659678), (-1.77366171218, -1.84409016177), (-1.77780046804, -1.81943501004), (-1.7812548672, -1.79467495413), (-1.7843287503, -1.76986454421), (-1.78722677586, -1.74503315346), (-1.78966341377, -1.72015217164), (-1.79176817302, -1.69524067225), (-1.79333029157, -1.67028988147), (-1.79387369521, -1.64529560315), (-1.79411402114, -1.62029674718), (-1.79382620223, -1.59529827269), (-1.79334555036, -1.57030284995), (-1.79283399945, -1.54530819016), (-1.79201383953, -1.52032192269), (-1.79112673167, -1.49533756258), (-1.78977671028, -1.47037380183), (-1.78812952398, -1.44542835163), (-1.78593664522, -1.42052448163), (-1.78311815611, -1.39568393561), (-1.77983808861, -1.37090022857), (-1.77640676837, -1.34613673943), (-1.77242403363, -1.32145602923), (-1.76829614966, -1.29679897014), (-1.76348677001, -1.27226627019), (-1.7581973107, -1.24783198943), (-1.75230398481, -1.22353656366), (-1.74623594578, -1.19928424396), (-1.73954420374, -1.17519633772), (-1.73966608332, -1.15019671881), (-1.73530550281, -1.12558009552), (-1.72699995306, -1.10199992549), (-1.67699995232, -1.05199992475), (-1.627, -1.002)]"
"(1.9542212888950012, -4.550586058637675)","(3.5230000000000006, -3.2520000000000002)",84.0,"(1.0730000000000004, -3.802)","[(1.92300010133, -4.5519999769), (1.9509114787, -4.55741398608), (1.9757825423, -4.55994322577), (1.99741569082, -4.54741251727), (2.01904578757, -4.53487742187), (2.04094367608, -4.52281468136), (2.06276527065, -4.51061642374), (2.08424812009, -4.49782936758), (2.10570579253, -4.48500111268), (2.12729926819, -4.47240269331), (2.14883704927, -4.45970928797), (2.17011771976, -4.44658997167), (2.19148689122, -4.43361408799), (2.21283470037, -4.42060368131), (2.23403373633, -4.40735256722), (2.25522209114, -4.39408371478), (2.27594276406, -4.38009655485), (2.29697242746, -4.36657745827), (2.31824394267, -4.35344288319), (2.33957878185, -4.34041130493), (2.36099754438, -4.32751762798), (2.38255211013, -4.31485226066), (2.404130327, -4.30222866428), (2.42563759051, -4.28948356979), (2.44716850513, -4.27677776669), (2.46871925619, -4.26410648659), (2.49019752799, -4.25131332691), (2.5116971621, -4.23855488098), (2.53324562434, -4.22587978619), (2.55479790127, -4.21321098565), (2.57630058714, -4.20045768956), (2.5978109024, -4.18771755418), (2.61932884706, -4.17499038877), (2.64087196871, -4.1623061387), (2.66247383671, -4.14972259664), (2.68404976477, -4.13709365969), (2.70560051582, -4.12442199812), (2.72714897806, -4.11174690333), (2.75007836072, -4.10178539347), (2.77276512864, -4.09128200587), (2.79537483967, -4.08061439554), (2.81750695059, -4.06898796104), (2.83919274193, -4.05654975895), (2.86198174374, -4.04627067554), (2.884752435, -4.03595115635), (2.90690361941, -4.02436134294), (2.92839638706, -4.01159107145), (2.95061394721, -4.00012924114), (2.97242028298, -3.98790256402), (2.99401146983, -3.97530071141), (3.01497170573, -3.96167404037), (3.03664605298, -3.94921600186), (3.05780541609, -3.93590137306), (3.07891213637, -3.92250263018), (3.09920174849, -3.90789672634), (3.11798302929, -3.89139625307), (3.13812386821, -3.87658607219), (3.15721871713, -3.86044933031), (3.17711160073, -3.84530784296), (3.19593713201, -3.82885791443), (3.21371591036, -3.81128207799), (3.23270089599, -3.7950162086), (3.25048654079, -3.77744704788), (3.26711938405, -3.75878306903), (3.28503701738, -3.74134856712), (3.30159661845, -3.72261973841), (3.31686303714, -3.70282241298), (3.33345697049, -3.68412372038), (3.34846322682, -3.66412841216), (3.35943124456, -3.64166251522), (3.37393777554, -3.62130194973), (3.38251397806, -3.59781905448), (3.39066751211, -3.57418586016), (3.39686105469, -3.54996539319), (3.40279214608, -3.52567893195), (3.40562951795, -3.50084048401), (3.4088918471, -3.47605429742), (3.41323678735, -3.45143462237), (3.41716516266, -3.42674532909), (3.41828363191, -3.40177031499), (3.42023828282, -3.37684699003), (3.42300012368, -3.35199995902), (3.47300012442, -3.30199995828), (3.523, -3.252)]"
"(4.856410813125372, -3.701684418376462)","(1.423000000000001, -3.3520000000000003)",148.0,"(3.623, -5.102)","[(4.82300014454, -3.70199996424), (4.78782253171, -3.70204783869), (4.76282253134, -3.7020867486), (4.73782329391, -3.70214187098), (4.71282329353, -3.70221549464), (4.68782329316, -3.70231257868), (4.66282329279, -3.70243617488), (4.63782405536, -3.70259105159), (4.61282481792, -3.70278026057), (4.58782558049, -3.70300837947), (4.562827106, -3.70327884151), (4.53782939444, -3.70359565213), (4.51283168289, -3.70396186307), (4.48783549721, -3.70438147978), (4.46284007448, -3.70485736327), (4.43784541468, -3.70539294677), (4.4128530437, -3.70599090058), (4.38786143566, -3.70665446718), (4.36287211644, -3.70738555392), (4.33788508604, -3.70818721256), (4.31290034446, -3.70906135045), (4.28791865463, -3.71001063788), (4.26293925363, -3.71103621925), (4.23796366732, -3.71214076486), (4.21299189571, -3.71332522838), (4.18802393879, -3.71459189863), (4.16306055951, -3.71594153854), (4.13810175787, -3.71737643694), (4.11314829681, -3.71889697529), (4.08820017632, -3.72050506095), (4.0632573964, -3.72220126611), (4.03832148295, -3.72398711666), (4.013391673, -3.72586318481), (3.98846949246, -3.72783118716), (3.96355417837, -3.72989131445), (3.93864725661, -3.73204528329), (3.91374872718, -3.73429309369), (3.88885859009, -3.73663684372), (3.86397837122, -3.73907615192), (3.83910730761, -3.74161330711), (3.81424616222, -3.74424830929), (3.78939646093, -3.74698287506), (3.76455744078, -3.74981719517), (3.73973902, -3.75282203226), (3.7149724791, -3.75623141799), (3.69027841746, -3.76012927571), (3.66568353794, -3.76461249874), (3.64122675047, -3.7697961002), (3.6169324691, -3.77569533887), (3.59272592577, -3.78194343161), (3.56857507702, -3.78840324006), (3.54448678931, -3.79509326549), (3.52043207093, -3.80190250021), (3.49641244777, -3.8088362848), (3.47246072622, -3.81599837902), (3.44863870438, -3.8235825695), (3.4249974992, -3.83171188023), (3.40161416755, -3.84055625597), (3.37857339572, -3.85025836641), (3.35547540344, -3.85982295701), (3.33225457789, -3.8690844699), (3.3089360961, -3.87809879041), (3.28554055742, -3.88691112269), (3.26208398359, -3.89555904152), (3.23852899056, -3.90393440023), (3.21473596042, -3.9116082361), (3.19073007017, -3.91859008587), (3.1665479409, -3.92493011282), (3.14222314196, -3.9307013684), (3.11778771679, -3.93598567787), (3.09333779577, -3.94120075058), (3.0688810083, -3.94638454277), (3.04434716394, -3.95119048919), (3.01987435473, -3.95629646156), (2.99546563245, -3.96170284134), (2.97111870825, -3.96737834801), (2.94666497254, -3.97257568238), (2.92217080103, -3.97757942086), (2.89772545765, -3.98281585587), (2.87341820631, -3.98866207025), (2.84908806679, -3.99440910251), (2.82471062502, -3.99995510021), (2.80022560878, -4.00500289844), (2.77560555227, -4.00934307032), (2.75083443373, -4.01272003112), (2.72592827491, -4.01488563479), (2.70094277039, -4.01572963658), (2.67595268823, -4.01502658786), (2.65095573962, -4.01465408267), (2.62595726512, -4.01497470798), (2.60097481236, -4.0158982462), (2.57603126951, -4.01758129066), (2.55108009726, -4.01914531656), (2.52610985153, -4.02036182353), (2.50112282112, -4.02117282819), (2.47612510957, -4.02146808576), (2.4511251092, -4.02153045606), (2.42612510883, -4.02136032056), (2.40112816021, -4.02100040387), (2.37613502629, -4.02041694591), (2.35114494413, -4.01970054575), (2.32616020255, -4.01882869668), (2.30118919388, -4.01763202613), (2.27624183633, -4.0160109705), (2.25131355227, -4.01411144197), (2.22641654872, -4.01185180601), (2.20147529469, -4.01013366634), (2.1764905531, -4.00926811152), (2.15151191504, -4.00822231225), (2.12909904239, -3.99714786445), (2.10657935821, -3.98629123587), (2.08403678586, -3.97548133733), (2.06168723718, -3.96428005085), (2.0396428643, -3.95248748628), (2.01741004536, -3.94105598281), (1.99482245958, -3.9303403073), (1.97206168653, -3.9199994258), (1.94957709757, -3.90907031797), (1.92872901377, -3.89527274849), (1.90758414651, -3.88193542224), (1.88635535591, -3.8687316104), (1.86540427527, -3.85509177865), (1.84541831306, -3.84007255235), (1.82502875587, -3.82560741084), (1.80508933297, -3.81052638645), (1.78539176188, -3.79513122173), (1.76561103038, -3.77984363147), (1.74635749005, -3.76389705226), (1.72673239821, -3.7484097626), (1.70753302658, -3.73239718912), (1.68884558734, -3.715790858), (1.66946539906, -3.69999801108), (1.65077719688, -3.6833924429), (1.63258261653, -3.66624709505), (1.61368994657, -3.64987422341), (1.59550681032, -3.63271724073), (1.57779517065, -3.61507369341), (1.55939993722, -3.59814387596), (1.5417317851, -3.58045684109), (1.52451376726, -3.56233054382), (1.50665144705, -3.54483977513), (1.48953337429, -3.52661982704), (1.47284826967, -3.50800257823), (1.45558447547, -3.48992034072), (1.43908323926, -3.47113963212), (1.42300009388, -3.45199996051), (1.37300009313, -3.40199995977), (1.423, -3.352)]"
