calculation_time_without_oracle,execute_time_without_oracle,fake_location,final_location_without_oracle,finish_covariancewithout_oracle,goal_location,how_far_from_goal_without_oracle,init_covariance,metric-0,metric-1,metric-2,metric-3,move_base_status_aborted_without_oracle,move_base_status_finish_without_oracle,real_location
0.13979291915893555,57.33168816566467,"(-3.290287932624462, -5.835400873992806)","(-2.2283311158717036, 2.765940407935701)","[0.0035331300608518745, 9.821984937996575e-05, 9.821984937996575e-05, 0.0017804815660928952, 0.0009690444358562537]","(-2.1769999999999996, 2.7479999999999993)",0.05437592935788488,"[0.2157182903434265, 0.003939114967788981, 0.003939114967792534, 0.227223736133233, 0.06613199748247169]",380.0,24825.97795555556,44.20980753294344,96.26,False,True,"(-2.6769999999999996, -4.902)"
0.12554001808166504,46.078803062438965,"(-1.8989605489037442, -0.4972224700229704)","(2.6749847432009135, 2.2366888995871266)","[0.003607520096663208, -0.0026214341837142996, -0.0026214341837142996, 0.005780806940145489, 0.0013315855157555168]","(2.623, 2.1980000000000004)",0.06480157773486409,"[0.3481323874014737, 0.010153612469349982, 0.010153612469349982, 0.24062134034146399, 0.07117590160181418]",321.0,3184.3699999999994,31.81864893236555,431.0,False,True,"(-3.4269999999999996, -0.10200000000000031)"
0.19831609725952148,67.71853590011597,"(-2.5850506224428567, 1.5795569424265528)","(-3.8070679388407105, -3.8497432091446164)","[0.001319558717124636, -0.0009997776816508264, -0.0009997776816508264, 0.002324758662842541, 0.000757247324506264]","(-3.877, -3.8520000000000003)",0.0699684663470018,"[0.20969755855990346, 0.0021197546879427875, 0.0021197546879436757, 0.22392348210404878, 0.07180206179443505]",442.0,12348.553288888892,112.9585248455786,610.9133333333333,False,True,"(-1.6269999999999998, 0.29800000000000004)"
0.11995601654052734,35.30388283729553,"(-2.505429976376856, 0.29347008761668936)","(5.079262695672679, 2.2349809028537053)","[0.0033332218314612305, -0.00674252436967393, -0.00674252436967393, 0.021137557908248894, 0.0017123957377449515]","(4.723000000000002, 1.9979999999999993)",0.427882059270216,"[0.28474839565121357, -0.0027416516279936687, -0.0027416516279936687, 0.24206911241963958, 0.06970151322967898]",288.0,14277.135822222219,24.96598739193685,395.9,False,True,"(-0.827, 0.4980000000000002)"
0.1850180625915528,22.50053596496582,"(3.7200856070850494, -4.76953550821962)","(3.5174866898041537, -3.0984385834923076)","[0.01787680380046197, 0.016119496943050038, 0.016119496943050038, 0.016463599119207473, 0.000980078766829638]","(3.3230000000000013, -3.2520000000000002)",0.2478027061006914,"[0.24263242218994385, -0.019406828714465973, -0.019406828714469526, 0.2559977337644632, 0.06315828914926225]",65.0,546.9271555555556,4.526898024489931,71.65333333333334,False,True,"(4.473, -5.652)"
0.18433904647827148,33.504669904708855,"(-0.31551056603955374, 2.909124283134574)","(-2.7376826047213294, 0.2280911269510383)","[0.0009542221782936622, 6.001760791068955e-05, 6.001760791068955e-05, 0.0028719846649359858, 0.0016649148356700282]","(-2.8269999999999995, 0.09799999999999986)",0.15780145249888355,"[0.2354820716510565, 0.0011592549976013888, 0.0011592549976014999, 0.28322207651623543, 0.07212329020325371]",227.0,15583.583333333336,19.605131347062866,341.81333333333333,False,True,"(0.6730000000000009, 1.9979999999999993)"
20.01220989227295,8.729077100753784,"(4.2763901495721495, -1.4534105928941283)","(3.2731479100577126, -2.0019370607058855)","[0.1877751212246288, 0.04209727761644988, 0.04209727761644899, 0.15589165712541453, 0.06886697412012818]","(0.8730000000000002, -2.902)",2.5633617155690622,"[0.1877751212246288, 0.04209727761644988, 0.04209727761644899, 0.15589165712541453, 0.06886697412012818]",135.0,2153.924488888889,27.29454992639993,284.70666666666665,True,False,"(3.2730000000000006, -2.002)"
0.1862630844116211,15.61365008354187,"(-4.595758722957059, 2.0265387283274863)","(-2.245634943663045, 2.020436263442675)","[0.0823477265858843, 0.07342043267519038, 0.07342043267519038, 0.06722977187046775, 0.0014265715492610687]","(-2.4269999999999996, 1.6980000000000004)",0.3699438168735633,"[0.3070708230588153, -0.04567067899457733, -0.04567067899457733, 0.27766560862481127, 0.07395951361770718]",144.0,3331.413333333333,10.418397173169737,36.406666666666666,False,True,"(-2.9269999999999996, 1.6479999999999997)"
0.1838998794555664,51.532248973846436,"(-2.3589034886473046, 2.432364112004513)","(-2.213342990334748, -0.25988637583747004)","[0.001331617241172367, 0.00043936635111108124, 0.00043936635111108124, 0.007178609423453539, 0.0015430691618819427]","(-2.1769999999999996, -0.3019999999999996)",0.05562706433539705,"[0.2395280180813435, -0.006687841624675173, -0.006687841624675173, 0.22038161317309335, 0.06472620725122115]",316.0,14137.039288888891,52.6376288405729,429.4666666666666,False,True,"(-3.4269999999999996, 2.3979999999999997)"
0.1857738494873047,65.09261703491211,"(1.8521220963517644, -4.353699218572755)","(4.227569653653819, -2.5451060186425725)","[0.017635961984478143, 0.015410416183744502, 0.015410416183744502, 0.015280454528436849, 0.001376392307314112]","(3.673000000000001, -0.2519999999999998)",2.3592123078452487,"[0.23164691605647603, -0.0008047439817069346, -0.0008047439817069346, 0.2641866101202126, 0.0681792415822252]",269.0,3137.7433333333333,16.29459390798816,206.4933333333333,True,False,"(1.5730000000000004, -5.502000000000001)"
0.19548487663269049,53.50368905067444,"(-1.936549449231103, -2.417791084413723)","(-4.29236396959431, -0.08707516391998381)","[0.0023915402830496646, 0.00047992366042926005, 0.000479923660429149, 0.0009839696594460372, 0.0009381528428324684]","(-4.327, -0.10200000000000031)",0.03771478933096757,"[0.2016572614795633, -0.008254154736970776, -0.008254154736970776, 0.20110193832508028, 0.06934756987142544]",216.0,901.404488888889,39.33279645279424,74.04,False,True,"(-3.1769999999999996, -3.202)"
0.18549895286560056,44.725569009780884,"(-2.942555154234705, -5.296129709251616)","(-3.4639730235311097, 2.388925777477512)","[0.0032737188329559075, -0.00017647467642412096, -0.00017647467642412096, 0.001501964367322195, 0.000808819467794109]","(-3.4769999999999994, 2.3979999999999997)",0.0158758820324613,"[0.2131328505860015, -0.026122914173839717, -0.026122914173839717, 0.23408527551586644, 0.06445772198745901]",305.0,4051.549155555555,67.73037679245024,105.04666666666668,False,True,"(-3.5269999999999997, -4.152)"
0.1844129562377929,75.01448392868042,"(-0.8409474094903322, -4.000975563922419)","(0.8664925065029819, -5.371908029373248)","[0.00380551893868597, 0.0032400489345847383, 0.0032400489345847383, 0.004977411880737748, 0.001248088808718587]","(0.6730000000000009, -5.502000000000001)",0.233159325128458,"[0.2460430961455985, -0.014251895773212286, -0.014251895773211842, 0.2764426472075776, 0.07377884075209865]",613.0,7566.761822222223,97.70121320101791,923.7066666666667,False,True,"(0.6730000000000009, -3.5020000000000002)"
7.308219909667969,110.38803696632385,"(-1.4541293405676328, -3.597039098985829)","(0.9814144843657784, -5.769095946188434)","[0.008859389466361445, 0.005813692299923012, 0.005813692299923012, 0.007004164864270024, 0.0018302320337484361]","(0.8730000000000002, -5.852)",0.13647997127303546,"[0.19596556980417557, 0.018740305593389017, 0.018740305593389017, 0.2324136430386492, 0.06750586601135983]",629.0,11110.152222222225,113.33795471479552,854.04,False,True,"(-1.6269999999999998, -2.302)"
20.078415870666504,23.79788517951965,"(-1.5800518477066716, -2.1744582530186065)","(-2.17965755816017, -0.8581751957558975)","[0.0023958967373518547, -0.0013150665442203113, -0.0013150665442203113, 0.0021753403533927296, 0.0010689015807989206]","(-3.977, -0.40200000000000014)",1.8543288981358443,"[0.21988990643565254, -0.010626916965184474, -0.010626916965184474, 0.2614680405708878, 0.06637797301820639]",408.0,19200.72555555556,64.33609203284958,519.04,True,False,"(-2.1769999999999996, -0.8520000000000003)"
20.015261888504032,23.009454011917114,"(-2.6468512220637583, -3.845381210467317)","(-1.074356892732012, -4.707597201026337)","[0.001324091936856342, 0.00010441058312693485, 0.00010441058312693485, 0.0012407826321734206, 0.00214117636436591]","(2.2230000000000008, -3.302)",3.5844477914429698,"[0.25115767410735934, -0.009145048449987314, -0.009145048449987314, 0.2515960041126988, 0.0705853050738089]",351.0,2824.938488888889,71.79756230396158,796.04,True,False,"(-1.0769999999999995, -4.702)"
0.6064310073852539,85.41302490234375,"(2.2905299114530706, -4.822832697680411)","(0.29093988671304044, -5.067075720508102)","[0.13980954192799633, 0.12514914040672842, 0.12514914040672842, 0.1259560713204415, 0.04780107213666787]","(-1.6269999999999998, -1.0019999999999998)",4.49481190068164,"[0.26440874684369575, -0.036044037931418416, -0.03604403793142019, 0.24298484622352134, 0.06478016672266977]",546.0,8001.232222222223,110.24532694957549,575.1533333333333,True,False,"(0.8230000000000004, -4.602)"
20.01034188270569,8.500469923019411,"(-1.5548373471467785, -0.8780400668158768)","(-2.876850058978765, -1.9519365045642536)","[0.16046971865292003, -0.016624133133209096, -0.016624133133209096, 0.15760466291812958, 0.0707935784016467]","(-1.5269999999999997, -5.752000000000001)",4.0326886504004165,"[0.16046971865292003, -0.016624133133209096, -0.016624133133209096, 0.15760466291812958, 0.0707935784016467]",250.0,4277.6516,39.79065921829474,489.9933333333333,True,False,"(-2.877, -1.952)"
0.17686200141906738,43.18876099586487,"(0.9958076269908036, -2.7004203948082037)","(4.665332809150139, -1.2655422952316568)","[0.005037543419966539, 0.000773187509565787, 0.0007731875095648988, 0.004497115890618852, 0.0020257732837456084]","(4.623, -1.3019999999999996)",0.05586797801529717,"[0.25390465954640895, -0.002392585868551844, -0.002392585868551844, 0.2182543619492563, 0.06824493419242929]",240.0,6899.676666666666,45.26345547044809,581.8466666666667,False,True,"(0.0730000000000004, -1.5019999999999998)"
20.046474933624264,22.84329700469971,"(2.144535254012769, -3.1317515207625277)","(0.8769838451930194, -1.6061691534300602)","[0.0014761584927904803, -9.01017923857772e-05, -9.010179238533311e-05, 0.0023760760202882203, 0.0034273595147215276]","(1.8730000000000002, -0.952)",1.1916314287294898,"[0.1924643526654366, 0.010986013762192215, 0.010986013762192215, 0.19811199357974552, 0.07145210531967947]",109.0,1352.9122222222222,19.219185103790146,143.28,True,False,"(0.8730000000000002, -1.6020000000000003)"
0.16339588165283206,25.33969020843506,"(4.027565547967196, 0.6909240349618997)","(1.3394263856031055, -3.296645342415154)","[0.0025396293752306676, 0.0002366879929072141, 0.0002366879929072141, 0.0022749871928180454, 0.0010814427841346855]","(1.423000000000001, -3.202)",0.12626278099361946,"[0.22134723382290034, 0.027617308521639128, 0.027617308521639128, 0.2443946821912323, 0.07001992424351261]",177.0,4638.136933333333,29.42736968338137,444.36666666666673,False,True,"(3.123, -0.5519999999999996)"
