dead_reakoing_mean_dist,dead_reakoing_mean_step,dead_reakoing_percent,fake_location,goal_location,metric-0,metric-1,metric-2,metric-3,real_location
0.904470978326605,52.22,0.038,"(-3.4415476095386337, -3.773556947798647)","(-2.877, -4.452)",87.0,280.28182222222216,173.5256479706174,5.545566137566137,"(-4.276999999999999, -2.802)"
0.9929839693097344,25.02,0.0,"(0.35277492369418484, -0.4711993640419503)","(-1.2769999999999997, -0.15200000000000014)",53.0,5925.1388888888905,122.97284420649086,15.511256463189445,"(-0.6769999999999996, -1.2519999999999998)"
7.392059449808118,48.77333333333333,0.005333333333333334,"(-1.0262712733946164, 1.6783355277946603)","(-2.6769999999999996, -5.202)",414.0,6541.5076,1563.2130804162796,18.29183184242085,"(-0.7769999999999992, -0.3019999999999996)"
3.625190395582748,15.52,0.0,"(0.933025768672465, 0.8142348913834949)","(4.023000000000001, -1.0519999999999996)",264.0,1074.5433333333333,1458.5936232237048,15.454975413661625,"(0.42300000000000093, 1.9480000000000004)"
4.73488210639324,80.45333333333333,0.007333333333333334,"(1.9503245364124493, 1.945524596267822)","(-3.327, -0.40200000000000014)",781.0,18658.125555555558,3210.424955992784,7.3775455144509925,"(3.473, 2.6479999999999997)"
1.6845402507116936,14.566666666666665,0.0006666666666666668,"(0.707538432708857, 1.0684580460955746)","(-1.0269999999999997, 2.048)",129.0,58748.085555555546,2653.203584804819,12.670822899604687,"(2.0230000000000006, 2.4979999999999993)"
6.165069869976789,324.2266666666667,0.09066666666666666,"(4.580667672674808, -3.4831553117066587)","(-3.627, 0.798)",537.0,42465.43915555556,2256.96100706378,9.991405041560537,"(4.473, -5.202)"
6.378600123281566,50.78666666666667,0.0013333333333333335,"(-2.942555154234705, -5.296129709251616)","(-3.4769999999999994, 2.3979999999999997)",260.0,2850.0888888888885,1249.303718862783,3.463104450628149,"(-3.5269999999999997, -4.152)"
1.022874606641247,34.88,0.016666666666666666,"(-0.7655897719693072, -5.189126943840468)","(-0.5269999999999992, -4.952)",82.0,22231.593288888893,46.47328004785138,12.93946177062374,"(-2.4769999999999994, -5.0520000000000005)"
3.7038693354587413,31.63333333333333,0.0,"(-0.9347933413817016, 0.4616628366310378)","(2.3230000000000004, 0.29800000000000004)",782.0,32644.337955555562,2788.060506300307,8.998261807237641,"(-1.9769999999999994, -0.0019999999999997797)"
