dead_reakoing_mean_dist,dead_reakoing_mean_step,dead_reakoing_percent,fake_location,goal_location,metric-0,metric-1,metric-2,metric-3,real_location
3.224684735717746,93.71830985915493,0.3746478873239437,"(4.027565547967196, 0.6909240349618997)","(1.423000000000001, -3.202)",285.0,5044.645155555555,1463.6858097883178,332.2933333333333,"(3.123, -0.5519999999999996)"
2.334148438366174,135.13561643835618,0.012328767123287673,"(-4.104000016738677, -2.8074163635600016)","(-0.1769999999999996, -3.702)",264.0,1882.3422222222225,1498.2459780155164,257.47333333333336,"(-3.4769999999999994, -3.8520000000000003)"
5.421705970152707,64.40340136054421,0.004081632653061225,"(-1.0753138958663988, -3.4117986954148454)","(1.923000000000001, 1.298)",533.0,4466.409955555555,1294.9322513066534,822.1466666666665,"(0.7730000000000006, -3.3520000000000003)"
3.0105388655886745,23.008823529411767,0.1036764705882353,"(0.9128206675892838, 2.278197554863361)","(-2.4269999999999996, 0.9980000000000002)",0.0,4037.180488888889,785.7150927341822,300.34,"(-0.1769999999999996, 0.9480000000000004)"
4.6289313960831215,32.62684563758389,0.026845637583892617,"(2.2905299114530706, -4.822832697680411)","(-1.6269999999999998, -1.0019999999999998)",250.0,714.6424888888887,895.3943690741112,622.5533333333333,"(0.8230000000000004, -4.602)"
4.3936241439181405,22.425503355704688,0.012751677852348995,"(2.142545285614105, 0.8718053939071738)","(3.7730000000000006, -3.552)",243.0,1192.7909333333332,237.39343431400718,170.2,"(2.673000000000001, 1.7480000000000002)"
3.132419218810319,54.03595505617978,0.06629213483146068,"(-0.8431186337278354, -6.003806492975875)","(-0.5269999999999992, -1.5019999999999998)",164.0,9243.316666666668,134.91360377862378,341.70666666666665,"(-1.0769999999999995, -4.052)"
6.387285500590678,36.84651162790697,0.005813953488372093,"(1.8444062097352991, -6.090878116619872)","(0.8730000000000002, 1.4980000000000002)",0.0,23493.992222222227,449.3958608808423,575.5066666666668,"(0.17300000000000093, -6.002000000000001)"
5.3554911353109365,115.55070422535212,0.2309859154929577,"(-3.0233097650069265, 1.5476640848902758)","(-1.0269999999999997, -5.3020000000000005)",386.0,8046.529288888889,979.3753656753188,103.04666666666668,"(-3.4269999999999996, -0.2519999999999998)"
2.60015410400758,138.20068493150686,0.03424657534246575,"(-3.3000231106820146, 0.42533130760901255)","(1.673000000000001, -0.8520000000000003)",241.0,11802.265288888892,563.2539871279469,367.44666666666666,"(-2.0269999999999997, 0.09799999999999986)"
1.0503443030418569,357.6008,0.5952000000000002,"(-2.3589034886473046, 2.432364112004513)","(-2.1769999999999996, -0.3019999999999996)",631.0,65770.99595555558,1833.6780800310614,363.19333333333327,"(-3.4269999999999996, 2.3979999999999997)"
3.783066189733656,40.063970588235286,0.055882352941176466,"(-0.49441225495778207, -0.6633394388003053)","(1.173000000000001, -5.0520000000000005)",236.0,4560.975288888889,727.9336874089488,602.0933333333334,"(0.17300000000000093, 0.6479999999999997)"
5.262537468943051,120.58920863309349,0.005755395683453237,"(-1.8989605489037442, -0.4972224700229704)","(2.623, 2.1980000000000004)",583.0,20067.335822222223,1031.3013970044376,749.8066666666666,"(-3.4269999999999996, -0.10200000000000031)"
7.5028602987361275,57.51678321678322,0.11818181818181815,"(3.7780335254557356, -0.7384173417259066)","(-3.7269999999999994, 2.1980000000000004)",450.0,8376.838266666666,1319.105833322617,377.2,"(4.073000000000001, -2.6020000000000003)"
2.38510113606732,20.281208053691273,0.0,"(0.707538432708857, 1.0684580460955746)","(-1.0269999999999997, 2.048)",115.0,19016.574266666667,1629.5764596328174,836.48,"(2.0230000000000006, 2.4979999999999993)"
6.711999137398252,40.65734265734266,0.07832167832167831,"(0.6127145068584267, 1.3736835582610012)","(3.673000000000001, -5.702)",363.0,5677.193066666668,1368.8019658274432,991.8866666666668,"(0.3230000000000004, 0.24800000000000022)"
