fake_location,goal_location,plan_length,real_location,started_plan
"(-3.3000231106820146, 0.42533130760901255)","(1.673000000000001, -0.8520000000000003)",184.0,"(-2.0269999999999997, 0.09799999999999986)",[(-2.07699995828  0.0480000916421)  (-2.05006743224  0.0542310182487)  (-2.03112021211  0.0705407566509)  (-2.01122656557  0.0856812903238)  (-1.99237013524  0.102095932902)  (-1.97280550635  0.117659516508)  (-1.95335245735  0.133362336566)  (-1.93441668131  0.14968504494)  (-1.91505308697  0.16549810975)  (-1.89576006452  0.181397386721)  (-1.87629309188  0.197082659171)  (-1.85700159532  0.212983462021)  (-1.83775663806  0.22894072239)  (-1.81839552327  0.244756838959)  (-1.79914122001  0.260703036706)  (-1.77991876946  0.276687381427)  (-1.76065168696  0.292617557445)  (-1.7414269476  0.308598850408)  (-1.72220697661  0.324586246887)  (-1.70297327271  0.340556858697)  (-1.68374319277  0.356532048144)  (-1.66446523838  0.372449254192)  (-1.64518308783  0.388361882603)  (-1.62617712136  0.404602574983)  (-1.60700368968  0.420645666043)  (-1.58758611737  0.43639273659)  (-1.56912908584  0.453255224634)  (-1.55007543565  0.469440222434)  (-1.52678480115  0.478526068516)  (-1.50359830789  0.487873602835)  (-1.48277883431  0.501713324721)  (-1.46087293494  0.513760138866)  (-1.43862638309  0.52516608386)  (-1.4157980899  0.535358192166)  (-1.39273671871  0.545010902271)  (-1.36933736533  0.553812171933)  (-1.34583692248  0.562340309267)  (-1.32235593458  0.570921852364)  (-1.29865483865  0.578876259221)  (-1.27472943851  0.586126472952)  (-1.25065068754  0.592850258452)  (-1.22624539848  0.598271706287)  (-1.20174931962  0.603265145082)  (-1.17717084331  0.607836678353)  (-1.15250043278  0.611884072213)  (-1.12777814237  0.615598824465)  (-1.10300015739  0.618924477591)  (-1.07818745865  0.621977761328)  (-1.05332020975  0.624550393202)  (-1.02844494998  0.627044442312)  (-1.00355786464  0.629420235804)  (-0.978671923722  0.631804421631)  (-0.953837099743  0.634674599896)  (-0.928967943489  0.637225869465)  (-0.904100313114  0.6397977384)  (-0.879193391356  0.641953042387)  (-0.85425480761  0.643704751398)  (-0.829290665392  0.645043710158)  (-0.804303634991  0.645847848354)  (-0.779304397558  0.646035531462)  (-0.75431202658  0.645422128132)  (-0.72997730942  0.651151803511)  (-0.705668150733  0.656986764535)  (-0.68132465977  0.66267905588)  (-0.656994520247  0.668427804745)  (-0.632625470812  0.674009469867)  (-0.608212170887  0.679392770728)  (-0.583783230704  0.684705881159)  (-0.559339794671  0.689951852917)  (-0.534879573969  0.695118478971)  (-0.510403331539  0.700209574017)  (-0.485902675046  0.705180887568)  (-0.461369593626  0.709989695012)  (-0.436799891111  0.71460929347)  (-0.412187082517  0.718991617754)  (-0.387531930782  0.72312903847)  (-0.362828713862  0.726970438674)  (-0.338080864982  0.730512766607)  (-0.313290291492  0.73374228936)  (-0.288453178696  0.736590342381)  (-0.263561897197  0.738918070688)  (-0.238634757543  0.740826945228)  (-0.21367862619  0.742307047789)  (-0.188696936364  0.743267588575)  (-0.163698843341  0.743558268511)  (-0.138700368847  0.743269877393)  (-0.113715245794  0.74240546698)  (-0.0887682697142  0.740778880042)  (-0.0638941543534  0.73827414978)  (-0.0391340984424  0.734818034005)  (-0.0147082100169  0.729490427725)  (0.00951740679916  0.723316721578)  (0.0337865111647  0.71731620269)  (0.0577580691391  0.710219339791)  (0.0813241247881  0.701874307929)  (0.104473996959  0.692435983813)  (0.126331068208  0.680300668691)  (0.148100782888  0.668009713918)  (0.169671751837  0.655372384628)  (0.191116454305  0.642522195228)  (0.212588241124  0.629717019256)  (0.234893157838  0.618426278121)  (0.257060745449  0.606867745234)  (0.278635147626  0.594236519459)  (0.29994252099  0.581159737038)  (0.320995072573  0.567677070821)  (0.341457109011  0.553313209523)  (0.361827592713  0.538820411456)  (0.381580476919  0.523496772312)  (0.401313524698  0.508147956165)  (0.420932513027  0.492652655641)  (0.440016299322  0.476502753057)  (0.459040957809  0.460283422981)  (0.477659732501  0.443600225711)  (0.496230060536  0.426862859739)  (0.514740879293  0.410059118033)  (0.532190067786  0.39215598056)  (0.549556477346  0.374172734442)  (0.566830571232  0.356100224407)  (0.582707341488  0.336788700682)  (0.597930272623  0.316958378121)  (0.612777837541  0.296845005018)  (0.627548345574  0.276674411456)  (0.641084036083  0.255655810679)  (0.654560598784  0.234599444398)  (0.668314108511  0.213722368892)  (0.681818137032  0.192683550219)  (0.695821890903  0.171973558455)  (0.710090003298  0.151445146284)  (0.723958335414  0.130644364724)  (0.738342414608  0.110196824136)  (0.753030906648  0.0899671027655)  (0.767939125254  0.0698983616218)  (0.782621895248  0.0496644440839)  (0.797577034631  0.0296307981555)  (0.812688576604  0.00971502637438)  (0.827583825239  -0.010362870043)  (0.842751443263  -0.0302362986838)  (0.858067834483  -0.0499949049353)  (0.873278940056  -0.0698347642397)  (0.888711298074  -0.0895033436344)  (0.90430272897  -0.109045656548)  (0.920055903033  -0.128457888282)  (0.935715235542  -0.147946032494)  (0.951554240295  -0.167288455267)  (0.967521418877  -0.186524829455)  (0.983386363572  -0.205846271393)  (0.999421443767  -0.225026188061)  (1.01555913932  -0.244119892569)  (1.03161748917  -0.26328035428)  (1.04782156045  -0.282318364208)  (1.06410574038  -0.301286946644)  (1.08034299954  -0.320296727811)  (1.09670309194  -0.339200078923)  (1.11315740738  -0.358021795512)  (1.12955679116  -0.376891195817)  (1.1460614606  -0.395668661917)  (1.16267294156  -0.414351904994)  (1.17921995414  -0.43309236853)  (1.19585699357  -0.451752341952)  (1.21260885539  -0.470309700017)  (1.2292928156  -0.488928093239)  (1.24607366912  -0.507459511361)  (1.26295370477  -0.525900139688)  (1.27977003498  -0.544399132884)  (1.29668631026  -0.562806573343)  (1.31368879769  -0.581135049569)  (1.33063444614  -0.599515405677)  (1.347681947  -0.617801538762)  (1.36480421593  -0.636017862886)  (1.38188223438  -0.654275385742)  (1.39905676466  -0.6724421188)  (1.41629690774  -0.690546672293)  (1.43350920353  -0.708677928666)  (1.45080809295  -0.726726406108)  (1.4681645843  -0.744719570439)  (1.48550810567  -0.762724941801)  (1.50292944687  -0.780655545095)  (1.52040190502  -0.798536175855)  (1.53787131141  -0.816419858373)  (1.55541205264  -0.83423296899)  (1.57300009611  -0.851999921769)  (1.62300009686  -0.901999922514)  (1.673  -0.852)]
"(2.2905299114530706, -4.822832697680411)","(-1.6269999999999998, -1.0019999999999998)",0.0,"(0.8230000000000004, -4.602)",[]
