dead_reakoing_mean_dist,dead_reakoing_mean_step,dead_reakoing_percent,fake_location,goal_location,metric-0,metric-1,metric-2,metric-3,real_location
44.70243006877879,12.926666666666666,0.0,"(-9.77179645336794, 13.844176349630787)","(26.800000000000004, -12.549999999999999)",2238.0,451.8718222222222,1919.291836954824,15.68845938674629,"(-8.049999999999999, 13.450000000000003)"
19.76316957784336,27.13333333333333,0.0,"(8.39048210163756, -13.82989131645264)","(9.55, 5.950000000000003)",1058.0,34372.56626666667,2842.4623746750226,12.76634280091838,"(7.150000000000002, -13.549999999999997)"
38.79276675835652,37.68666666666667,0.0,"(4.3558529965838995, -18.74148155522373)","(24.200000000000003, 15.600000000000001)",2477.0,163755.56128888892,2342.2253139967497,13.143329288844962,"(2.950000000000003, -18.299999999999997)"
22.42617412018385,16.58,0.0,"(27.61428653118778, -6.793898914637087)","(5.900000000000002, -7.749999999999998)",1208.0,34600.460488888886,1729.7235262615332,15.967744693569806,"(28.800000000000004, -6.549999999999997)"
19.864985661155146,14.4,0.0,"(-9.190571725359684, -10.02050270988008)","(10.350000000000001, -13.149999999999999)",1381.0,35908.91826666666,1690.5204775981879,18.506595341971764,"(-8.549999999999999, -11.049999999999997)"
29.85218240185409,66.12,0.0,"(16.70263144867305, -0.9971611498702906)","(-9.799999999999999, -16.95)",1509.0,16659.758622222223,2246.2882419497028,23.39023611983816,"(16.5, -2.349999999999998)"
15.114428366583676,26.566666666666666,0.0,"(-2.3511056871954104, 2.455955587064305)","(-13.149999999999999, 14.150000000000006)",756.0,49456.01333333334,420.69524222743263,24.652069452998468,"(-0.8499999999999979, 3.1000000000000014)"
20.195327447074565,13.686666666666667,0.0,"(-18.277945710252975, 3.178945213464086)","(-8.75, -14.95)",846.0,134686.30848888884,2609.8205545225132,28.794602892831332,"(-18.4, 1.5500000000000043)"
18.38728258524513,23.746666666666666,0.0,"(5.324465706081305, -17.2925678267234)","(-8.899999999999999, -4.799999999999997)",973.0,14973.984399999998,3603.269891433671,29.473584908863746,"(3.8500000000000014, -16.599999999999998)"
24.863724642650986,62.57333333333333,0.0,"(25.262703082319373, 17.19289086057563)","(14.950000000000003, -6.9499999999999975)",1266.0,37393.83648888888,2161.870544514891,12.199623800562618,"(26.85, 17.450000000000003)"
14.29713487490725,54.01333333333334,0.0,"(-8.973666227186825, 22.662983723410903)","(6.100000000000001, 22.200000000000003)",795.0,10901.428488888889,1470.319306236697,22.448194662425546,"(-10.549999999999999, 21.500000000000007)"
41.849696164153045,38.72,0.0,"(26.167756508097877, -18.40790796812683)","(-15.5, -9.799999999999997)",2307.0,166877.66582222225,3265.4619221009016,14.557819009064968,"(27.450000000000003, -18.75)"
9.14985915921783,24.566666666666666,0.0,"(15.0223093895011, 21.301389258538727)","(5.25, 21.650000000000006)",456.0,15456.612488888892,603.2649619146721,17.703389638622948,"(14.149999999999999, 22.550000000000004)"
18.877321171048386,30.61333333333333,0.0,"(7.691991336023643, -17.902413651047933)","(22.200000000000003, -4.899999999999999)",0.0,165366.05426666667,2666.7559795547913,17.329358966238868,"(7.75, -16.9)"
33.397690965420864,50.75333333333333,0.02,"(33.90328195725654, -14.510474419027522)","(1.1500000000000021, -3.6499999999999986)",1474.0,375.3139555555555,1433.0703427092587,11.233911386593206,"(32.900000000000006, -14.849999999999998)"
25.16596662571269,66.51333333333334,0.0,"(2.7548784747802113, 16.130302903750216)","(6.400000000000002, -10.099999999999998)",1466.0,56129.54333333332,2621.356458018064,18.82628788074911,"(2.6000000000000014, 18.1)"
24.100947271927385,36.446666666666665,0.0,"(9.525632179218583, 12.303129501909622)","(-12.2, 23.000000000000007)",1262.0,75821.63715555558,1061.2597403344248,20.86481398634953,"(8.400000000000002, 11.75)"
20.1797856510852,19.24,0.0,"(1.0168363203774777, 18.854264262435827)","(12.899999999999999, 2.400000000000002)",1462.0,50022.28995555556,3186.0222996789844,20.526410260236137,"(2.25, 17.6)"
16.775351232839196,28.27333333333333,0.0,"(-1.8746643934901928, 9.037806062213098)","(11.25, 20.450000000000003)",738.0,430.4152888888889,1217.3268245122783,19.112708702339265,"(-0.5999999999999979, 8.250000000000004)"
4.94570101220679,41.46666666666667,0.0,"(1.3428716746827725, -12.902356793307003)","(-3.099999999999998, -11.899999999999999)",581.0,37340.77888888889,1749.5169258656626,16.377433930153476,"(1.6500000000000021, -11.449999999999998)"
18.699891723709587,19.186666666666667,0.0,"(4.883414495163913, 11.546714697577425)","(21.0, 2.0500000000000043)",1356.0,64229.03128888889,1474.5474951684116,20.1416839885609,"(4.25, 13.0)"
19.21288513682955,39.086666666666666,0.0,"(12.007876680317391, 12.354513571331589)","(-7.5, 17.85)",854.0,34034.88,582.0976612594951,15.499349699580085,"(11.100000000000001, 13.0)"
17.896922538255907,36.78,0.0,"(-8.759426183330966, 20.588889206576013)","(-18.45, 6.550000000000004)",1105.0,28348.695288888888,2178.0277815454992,21.016717825057405,"(-7.35, 21.500000000000007)"
30.76578646644569,,,"(12.781845335601131, 14.422087145641095)","(-12.899999999999999, -2.6999999999999993)",0.0,34761.2176,683.0342820470772,20.043229386402977,"(12.25, 15.350000000000001)"
44.41732970977025,,,"(-9.867617077016131, 22.11495569486944)","(13.899999999999999, -15.299999999999997)",0.0,167542.7236,3954.526374859709,16.839677028246253,"(-10.799999999999999, 20.700000000000003)"
22.336698410837172,50.45333333333333,0.0,"(10.930162529917665, 4.685925684413358)","(29.900000000000006, -5.599999999999998)",1285.0,101665.29582222221,600.7992063640094,16.3903762308967,"(9.350000000000001, 4.200000000000003)"
27.92056417755116,32.68,0.0,"(-13.51185564080219, -0.7833583653185435)","(6.25, 19.000000000000007)",2495.0,163019.14048888884,3703.229449335019,16.647722259130994,"(-15.05, -0.24999999999999645)"
37.5630043403262,19.006666666666668,0.0,"(-1.2040868050869191, -15.94753556022874)","(5.5, 20.950000000000003)",2435.0,338230.6419555556,2300.821447175666,23.355059600734357,"(-1.5999999999999979, -17.45)"
27.27514384952405,28.38,0.0,"(-1.8639247899015432, -2.0461443091853013)","(15.850000000000001, 18.550000000000004)",1831.0,422.23128888888886,2565.5327048231,17.43295594875241,"(-1.5999999999999979, -1.0499999999999972)"
