calculation_time_without_oracle,execute_time_without_oracle,fake_location,final_location_without_oracle,goal_location,how_far_from_goal_without_oracle,metric-0,metric-1,metric-2,metric-3,move_base_status_aborted_without_oracle,move_base_status_finish_without_oracle,real_location
20.011345148086548,9.978785037994383,"(-3.225726755593967, 0.5417028345099428)","(-1.8768174453149593, 1.5480724156011318)","(2.8230000000000004, -2.702)",6.336513201843776,541.0,32101.0256,102.61242842788086,462.2533333333333,True,False,"(-1.8769999999999998, 1.548)"
0.12123513221740725,66.77834701538086,"(-0.6497592900820965, -4.510349860589565)","(-4.372797514471326, -0.3236550668313515)","(-4.327, -0.3019999999999996)",0.0506591971039974,349.0,10439.940488888888,72.70271187086878,262.00666666666666,False,True,"(0.7730000000000006, -4.452)"
0.19533514976501465,38.21230483055115,"(0.707538432708857, 1.0684580460955746)","(2.8637527526373874, 1.8807121524596049)","(-1.0269999999999997, 2.048)",3.894347468587017,781.0,40472.98115555555,195.60392117843207,1078.0933333333332,True,False,"(2.0230000000000006, 2.4979999999999993)"
0.15682315826416016,48.41782283782959,"(-2.942555154234705, -5.296129709251616)","(-3.4318718345543595, 2.403467741769692)","(-3.4769999999999994, 2.3979999999999997)",0.04545819526278056,314.0,5146.25,64.62386133364679,103.18666666666668,False,True,"(-3.5269999999999997, -4.152)"
20.066550970077515,9.201069116592409,"(3.0353756493662916, -2.5819242857622235)","(2.2982564038018216, -1.4017853232639697)","(-2.2269999999999994, -5.352)",6.006841225839929,0.0,3589.185599999999,65.54698919046079,850.5933333333335,True,False,"(2.173000000000001, -1.4020000000000001)"
0.19318294525146484,43.97905492782593,"(0.4009797200096007, -4.876135406815293)","(-3.4530528508552583, -2.0584540544914587)","(-3.4769999999999994, -2.1020000000000003)",0.04969623046462734,253.0,1861.9772888888888,66.43941624487415,460.96666666666664,False,True,"(-0.3769999999999998, -4.152)"
20.05782008171081,24.20590400695801,"(-0.9347933413817016, 0.4616628366310378)","(-1.974599451352859, -0.007543636525449145)","(2.3230000000000004, 0.29800000000000004)",4.308447279251493,782.0,55386.55648888888,215.30444099114337,1084.4333333333334,True,False,"(-1.9769999999999994, -0.0019999999999997797)"
20.013915061950684,13.310543060302734,"(-1.1011132596596116, -0.3303133847906793)","(-2.7270888041876877, -0.5040769956496396)","(4.673000000000001, -1.6020000000000003)",7.481092783366994,781.0,80020.36626666666,165.34642316712313,637.7666666666668,True,False,"(-2.727, -0.5019999999999998)"
19.49158000946045,40.291600942611694,"(0.9128206675892838, 2.278197554863361)","(-2.445335115288439, 0.9483750492327352)","(-2.4269999999999996, 0.9980000000000002)",0.052903801293421586,172.0,2265.0238222222224,33.06498983160867,345.32666666666665,True,False,"(-0.1769999999999996, 0.9480000000000004)"
0.18816304206848145,18.185939073562626,"(-0.7655897719693072, -5.189126943840468)","(-1.150282539559982, -5.526049750616315)","(-0.5269999999999992, -4.952)",0.8473572093886943,42.0,35779.567822222234,2.6564926927343984,146.12,False,True,"(-2.4769999999999994, -5.0520000000000005)"
0.1860489845275879,65.19796586036682,"(1.8521220963517644, -4.353699218572755)","(4.091492981211043, -3.010676907477108)","(3.673000000000001, -0.2519999999999998)",2.790239175262645,224.0,25038.02293333333,13.931498761533144,275.81333333333333,True,False,"(1.5730000000000004, -5.502000000000001)"
20.06407713890076,0.0001800060272216797,"(2.1102968840662912, -0.13106775556429895)","(1.757497878227728, 0.9247438188192662)","(4.623, -4.602)",6.2254316837259065,223.0,8381.351822222221,10.104240855952208,116.82,True,False,"(1.7230000000000008, 0.8979999999999997)"
0.18844103813171387,31.31501293182373,"(-3.4415476095386337, -3.773556947798647)","(-2.944122040242414, -4.379292639947415)","(-2.877, -4.452)",0.09895316312337143,27.0,322.66062222222223,4.265084391198823,25.126666666666665,False,True,"(-4.276999999999999, -2.802)"
20.014031171798703,26.71156096458435,"(-3.3000231106820146, 0.42533130760901255)","(-2.033907753609683, 0.08800531309945028)","(1.673000000000001, -0.8520000000000003)",3.8242352284380714,613.0,20180.84995555556,41.6616148307326,432.78,True,False,"(-2.0269999999999997, 0.09799999999999986)"
20.029983997344967,25.8747239112854,"(-2.505429976376856, 0.29347008761668936)","(-0.8263267099857375, 0.4945492076049536)","(4.723000000000002, 1.9979999999999993)",5.749381811926777,0.0,38185.70582222223,3.342685134975876,153.03333333333333,True,False,"(-0.827, 0.4980000000000002)"
0.16368603706359866,23.30795288085937,"(-1.2537702704784994, -2.010220928569459)","(-1.3030732452124327, -1.3374431353718048)","(-2.1769999999999996, -0.5019999999999998)",1.2090133188569099,74.0,27.782222222222234,15.767900022084241,74.68666666666667,False,True,"(-0.026999999999999247, -2.802)"
0.15247297286987305,81.69636011123656,"(0.6127145068584267, 1.3736835582610012)","(2.4606387989069876, -0.8842488826925907)","(3.673000000000001, -5.702)",4.967951842583872,375.0,2185.9971555555553,74.89721172067273,371.38,True,False,"(0.3230000000000004, 0.24800000000000022)"
20.055571079254147,14.031446933746338,"(-1.4318839243293902, 0.8862268348749783)","(-0.427100677045178, 1.4959193897161167)","(2.2230000000000008, -3.7520000000000002)",5.879089344399666,781.0,12.820622222222225,229.85876834394423,636.8266666666667,True,False,"(-0.4269999999999996, 1.4980000000000002)"
0.25495004653930664,136.07547211647034,"(3.7780335254557356, -0.7384173417259066)","(1.566951856379859, 1.9661110322181703)","(-3.7269999999999994, 2.1980000000000004)",5.299028094947854,398.0,48.16,91.525526924568,402.4333333333333,True,False,"(4.073000000000001, -2.6020000000000003)"
0.2014188766479492,27.890599966049194,"(0.13709541750060739, -3.9428345113460024)","(-3.305657417413987, -7.229945752990681)","(-2.877, -5.102)",2.170691205394057,141.0,7.0549333333333335,35.496218351815756,355.89333333333326,False,True,"(-0.577, -5.452)"
0.1994619369506836,71.70792603492738,"(-2.677399412353785, 0.7700849582142606)","(-4.369622510402137, -0.010228919859654437)","(-4.327, -0.0019999999999997797)",0.04340960164568329,565.0,10727.039288888891,147.21980720371178,653.9,False,True,"(-2.4769999999999994, -0.8520000000000003)"
0.2195889949798584,78.2086579799652,"(-0.8431186337278354, -6.003806492975875)","(-0.7078537716368402, 0.3274305530965437)","(-0.5269999999999992, -1.5019999999999998)",1.838348235595856,191.0,982.8444888888887,51.92816246825552,592.88,False,True,"(-1.0769999999999995, -4.052)"
