calculation_time_oracle,execute_time_oracle,fake_location,final_location_oracle,goal_location,how_far_from_goal_oracle,move_base_status_aborted_oracle,move_base_status_finish_oracle,real_location
0.27987098693847656,355.7912039756775,"(22.415964276741597, -7.833575016521069)","(-12.726348537393731, -19.693630130159015)","(-15.05, -12.999999999999998)",7.085480960319128,True,False,"(23.25, -9.449999999999998)"
0.19165611267089844,161.58720207214355,"(-0.40422665402131575, 23.78540737532052)","(15.281023963532721, 11.382581029977452)","(15.350000000000001, 10.750000000000004)",0.6363304590337199,False,True,"(-1.8999999999999986, 22.750000000000007)"
0.37128496170043945,275.51364088058466,"(-11.607343792085604, 7.630556169863845)","(25.31515707771039, -2.815016007922435)","(25.200000000000003, -3.4499999999999993)",0.6453416325804154,False,True,"(-12.75, 8.350000000000001)"
0.3734109401702881,480.2661340236664,"(18.903761149213764, 2.4325068461999813)","(-12.76557396673232, -19.693635737962474)","(-14.649999999999999, -9.749999999999998)",10.120620196615496,True,False,"(19.75, 1.1500000000000021)"
0.20188093185424805,91.17409896850586,"(-6.762939015856368, -13.046753830770626)","(1.495550930213063, -12.88116348633347)","(1.25, -12.899999999999999)",0.2462723564990797,False,True,"(-7.1, -14.499999999999998)"
0.3046889305114746,195.39966297149655,"(7.956331869007844, -1.8325144265874933)","(-11.017868364733781, -9.7103749719909)","(-11.15, -9.599999999999998)",0.17216678971310834,False,True,"(9.3, -0.6499999999999986)"
0.25727105140686035,260.5345098972321,"(27.28888189812219, 4.905207541943052)","(-2.5772691663767042, 15.858374253918578)","(-2.3000000000000007, 15.800000000000004)",0.2833473912775309,False,True,"(27.950000000000003, 6.2500000000000036)"
0.3859541416168213,207.48861289024362,"(8.972926531723617, 12.686548378992079)","(13.73825581666599, -10.919626201396904)","(13.550000000000004, -11.299999999999999)",0.4244107434694903,False,True,"(7.900000000000002, 12.150000000000006)"
0.26692700386047363,63.33833694458008,"(-9.24187652787457, -7.232559546241753)","(-2.736339990323991, -9.910601117437727)","(-2.9499999999999993, -9.899999999999999)",0.2139228445624275,False,True,"(-10.25, -7.249999999999998)"
0.4024019241333008,220.80721402168274,"(9.525632179218583, 12.303129501909622)","(-12.788449047349523, 22.90890428685483)","(-12.2, 23.000000000000007)",0.5954584034842322,False,True,"(8.400000000000002, 11.75)"
0.3742289543151856,386.06751799583435,"(-9.77179645336794, 13.844176349630787)","(27.150453203421065, -11.936449509268542)","(26.800000000000004, -12.549999999999999)",0.7065844977530259,False,True,"(-8.049999999999999, 13.450000000000003)"
0.3212590217590332,404.9875690937042,"(5.825824923365979, -17.58311402441679)","(-2.1642922061210466, 22.267471974510944)","(-1.6999999999999993, 22.1)",0.4935728060897832,False,True,"(4.700000000000003, -16.5)"
0.2534620761871338,84.44198989868164,"(15.0223093895011, 21.301389258538727)","(4.792608138099568, 22.083481718789113)","(5.25, 21.650000000000006)",0.6301695929328092,False,True,"(14.149999999999999, 22.550000000000004)"
0.3904330730438232,286.06661391258234,"(12.781845335601131, 14.422087145641095)","(-12.918745231644424, -2.810202012400288)","(-12.899999999999999, -2.6999999999999993)",0.11178491511146127,False,True,"(12.25, 15.350000000000001)"
0.30344200134277344,304.36064410209656,"(15.459528096375267, 22.122521550398393)","(34.48064016953447, -8.628313363187889)","(34.050000000000004, -9.549999999999997)",1.0173284681432475,False,True,"(15.700000000000003, 20.300000000000004)"
0.3883180618286133,473.02693796157837,"(-18.3172500020947, 8.291094148746522)","(32.0667469664843, -16.06122799012736)","(31.450000000000003, -16.849999999999998)",1.0012682478867019,False,True,"(-18.55, 6.600000000000001)"
0.15102505683898926,64.44269895553589,"(12.566024899366443, 9.85504423872813)","(18.601237253271123, 5.329944350025312)","(18.65, 4.850000000000001)",0.4824151579187396,False,True,"(12.200000000000003, 8.600000000000001)"
0.26416802406311035,191.8433539867401,"(7.155900097639606, 20.121556756901207)","(-13.85543098231834, 12.898484162811869)","(-13.5, 12.950000000000003)",0.3591449076250071,False,True,"(8.5, 21.1)"
0.2647390365600586,80.6374580860138,"(8.39048210163756, -13.82989131645264)","(7.105024330412068, -13.41332622103623)","(9.55, 5.950000000000003)",19.51707735208185,True,False,"(7.150000000000002, -13.549999999999997)"
0.29949307441711426,443.21138978004456,"(9.909929810241273, 16.362927953818797)","(-12.760409143791316, -19.693633760456446)","(-17.85, -5.899999999999999)",14.702661915490234,True,False,"(9.100000000000001, 15.300000000000004)"
0.3020870685577393,386.2922101020813,"(-1.2040868050869191, -15.94753556022874)","(4.972678550779633, 21.33163059354932)","(5.5, 20.950000000000003)",0.6509299660798179,False,True,"(-1.5999999999999979, -17.45)"
0.21433687210083008,600.0003290176393,"(3.2316139796922667, -6.630637347849821)","(2.947948143396647, -5.783169972720414)","(-15.6, -13.999999999999998)",20.286514634784716,False,False,"(3.200000000000003, -5.499999999999998)"
0.2126479148864746,125.45379519462584,"(-15.297713910833538, 4.104619241963132)","(-9.54615513708097, 19.110093254994574)","(-9.1, 19.200000000000003)",0.4551237514580074,False,True,"(-16.25, 3.400000000000002)"
0.2779440879821777,169.00270605087283,"(20.486054842590264, -15.56799239323147)","(-3.763612358111872, -16.310720452810163)","(-4.199999999999999, -16.299999999999997)",0.4365193032400005,False,True,"(19.35, -16.75)"
0.3697090148925781,246.30038595199585,"(16.70263144867305, -0.9971611498702906)","(-9.562880112517027, -17.09487343592486)","(-9.799999999999999, -16.95)",0.2778743483602117,False,True,"(16.5, -2.349999999999998)"
0.22443199157714844,198.29982089996338,"(-7.403467038602796, 9.65613813710432)","(-0.47782530170604404, 0.9420292078151833)","(-0.4499999999999993, 0.9500000000000028)",0.028944445807201024,False,True,"(-8.549999999999999, 8.100000000000001)"
20.01150608062744,34.476847887039185,"(24.818559834323967, 3.812200782402761)","(23.693897102660525, 2.2913456185097423)","(11.850000000000001, -4.999999999999998)",13.90832914145231,True,False,"(23.700000000000003, 2.3000000000000043)"
20.06577491760254,35.1241090297699,"(16.66312454138993, -14.46663245609594)","(16.703262463722666, -16.351069494816215)","(12.350000000000001, 3.3000000000000043)",20.127479384367863,True,False,"(16.700000000000003, -16.349999999999998)"
0.2487530708312989,121.22592902183531,"(-2.3511056871954104, 2.455955587064305)","(-13.521221565862822, 13.984016540297251)","(-13.149999999999999, 14.150000000000006)",0.40663984046886337,False,True,"(-0.8499999999999979, 3.1000000000000014)"
20.071517944335934,13.017590045928955,"(12.999817648372044, 6.478908712380767)","(14.518839751424027, 7.2738624742478954)","(23.650000000000006, 5.5000000000000036)",9.301864090746488,True,False,"(14.450000000000003, 7.100000000000001)"
0.2592499256134033,179.91268396377563,"(4.883414495163913, 11.546714697577425)","(20.97470212781943, 2.5886605435923618)","(21.0, 2.0500000000000043)",0.5392542661491687,False,True,"(4.25, 13.0)"
0.3818621635437012,443.0127079486847,"(32.622647240749025, -12.633967632618102)","(-18.405913641940742, 6.033715149879701)","(-18.3, 6.300000000000004)",0.2865751575987427,False,True,"(31.550000000000004, -11.399999999999999)"
0.2761268615722656,147.20616817474362,"(7.26790835483387, -10.162612303851688)","(7.966152163980318, 7.322186242809416)","(8.0, 7.0000000000000036)",0.32395933550194417,True,False,"(8.3, -10.099999999999998)"
20.01043510437012,14.37595796585083,"(16.194188633441684, -9.39941669706878)","(14.599851492453952, -9.2991471514495)","(18.4, -4.099999999999998)",6.439895944953608,True,False,"(14.600000000000001, -9.299999999999997)"
0.2664239406585693,228.9076941013336,"(-9.821133174384462, -16.926672562007134)","(15.991469245193034, -5.39928899811104)","(15.800000000000004, -5.849999999999998)",0.4896946794468329,False,True,"(-10.4, -15.45)"
0.2026081085205078,132.70652890205386,"(6.311892104230929, -17.556633183158038)","(7.72740421030296, -10.037938365474439)","(7.400000000000002, -10.299999999999997)",0.4193683550463849,False,True,"(6.950000000000003, -16.15)"
0.3713359832763672,231.22128009796143,"(9.042812753318337, 5.4655667246754405)","(-13.964486641949266, -4.555952645769552)","(-14.05, -4.449999999999999)",0.1361561513508716,False,True,"(7.25, 6.350000000000001)"
0.37988996505737305,415.3933448791504,"(4.3558529965838995, -18.74148155522373)","(24.12362949547878, 16.233838452682374)","(24.200000000000003, 15.600000000000001)",0.6384227737632877,False,True,"(2.950000000000003, -18.299999999999997)"
0.4119880199432373,393.88597798347473,"(-12.662023855666494, 9.969961399306106)","(28.532360722242334, -13.937894386369942)","(28.1, -14.549999999999997)",0.7494058155467821,False,True,"(-12.1, 8.600000000000001)"
0.3055508136749268,311.44504904747015,"(10.681051669915384, -7.630415275453955)","(-2.6298148492770155, 20.64246974812078)","(-2.1499999999999986, 20.450000000000003)",0.5169786199915838,False,True,"(9.5, -7.4499999999999975)"
0.2041459083557129,130.1035392284393,"(7.304287935898352, 14.261063545924815)","(10.620897075551271, 7.820314925493399)","(10.850000000000001, 7.400000000000002)",0.4786990563845727,False,True,"(8.100000000000001, 15.350000000000001)"
0.2096412181854248,184.58166480064392,"(2.275771337793409, 1.0282467913269744)","(1.0858785390245047, 17.780356934133078)","(1.5, 17.450000000000003)",0.5297473816549578,False,True,"(1.6500000000000021, 2.7500000000000036)"
0.20317792892456046,241.47191905975345,"(25.398710512771537, 3.2957331766000633)","(-2.3997139834527124, 13.047555675342641)","(-2.0500000000000007, 13.100000000000001)",0.3536244864416632,False,True,"(26.800000000000004, 2.3500000000000014)"
0.29570984840393066,296.7866561412811,"(0.6684973740899639, 21.3871420675426)","(27.033622318846444, -2.4346427954704026)","(26.950000000000003, -3.049999999999997)",0.6210130283462121,False,True,"(1.4000000000000021, 22.6)"
0.2261390686035156,53.75167202949524,"(21.34024487860233, 4.409901755883387)","(13.48712288611441, 2.9933519925959406)","(13.399999999999999, 2.5500000000000043)",0.4518311483548826,False,True,"(19.75, 3.6000000000000014)"
0.2363190650939941,163.82858395576474,"(-10.141937906946673, 22.779587937702097)","(3.9974758843093903, 5.929714926084789)","(4.150000000000002, 5.650000000000002)",0.3185969958141805,False,True,"(-8.95, 21.800000000000004)"
0.3786389827728272,301.0987451076508,"(30.55738485877506, -10.155571542251566)","(-7.935799668595599, -2.6393205943800964)","(-8.1, -2.549999999999997)",0.1869222228996041,False,True,"(28.650000000000006, -9.899999999999999)"
0.21572494506835926,205.3964791297913,"(16.98865281797949, 17.77257623541464)","(29.501543309314684, -4.260838888197626)","(29.200000000000003, -5.049999999999997)",0.8448098175172941,False,True,"(16.0, 17.400000000000006)"
0.3600800037384033,278.9112811088562,"(15.58492174071278, -6.860049673211095)","(-8.44188311642807, 10.04759156301581)","(-8.2, 10.200000000000003)",0.2858946898368697,False,True,"(15.700000000000003, -5.599999999999998)"
20.0613009929657,14.704128980636597,"(21.259584084478035, 11.117760279463365)","(21.799759123258895, 9.193462600170262)","(29.25, -8.249999999999998)",18.967880129445213,True,False,"(21.800000000000004, 9.200000000000003)"
0.3772780895233154,278.7054169178009,"(15.560205414313494, -10.095103990598759)","(4.827305014367067, 18.36080980157516)","(5.150000000000002, 18.050000000000004)",0.4480343586242344,False,True,"(16.65, -10.899999999999999)"
20.031162977218628,14.015033960342407,"(21.5970951026062, -14.095718985983062)","(21.299836474019717, -15.851957304490684)","(-17.0, -12.049999999999999)",38.488080665081505,True,False,"(21.300000000000004, -15.849999999999998)"
20.05807590484619,31.032224893569946,"(5.3738458314894455, 13.159573087718279)","(6.793541302590165, 13.842604455391777)","(7.350000000000001, -2.3999999999999986)",16.25213357612581,True,False,"(6.800000000000001, 13.850000000000001)"
20.156599044799805,2.0154578685760502,"(27.669147257839512, -14.508393289355821)","(27.49987146723829, -15.852060288491389)","(24.75, 7.300000000000004)",23.314795488879398,True,False,"(27.5, -15.849999999999998)"
0.3367879390716553,168.178955078125,"(-0.2692173751316811, 5.617623240406429)","(11.576587128495637, -5.326900006750908)","(11.5, -5.6999999999999975)",0.3808794995975475,False,True,"(-1.5, 7.0000000000000036)"
20.029726028442386,362.29004287719727,"(14.643445889245955, 12.061241549184615)","(18.548499666630963, -10.597612665170521)","(18.15, -11.049999999999997)",0.6028733573638053,False,True,"(14.550000000000004, 10.900000000000002)"
0.18771791458129888,140.49012398719788,"(12.007876680317391, 12.354513571331589)","(-7.9448617475171845, 17.800797312749)","(-7.5, 17.85)",0.4475744394363501,False,True,"(11.100000000000001, 13.0)"
0.3810169696807861,224.892098903656,"(19.155219071420326, 16.882941404163194)","(10.409011762933126, -11.087880233472898)","(10.200000000000003, -11.449999999999998)",0.4181108015276012,False,True,"(18.050000000000004, 15.300000000000004)"
0.2126309871673584,24.68580508232117,"(9.57872873326391, 21.955963143836097)","(9.471949751186536, 20.791066431118484)","(-0.6499999999999986, 4.100000000000001)",19.520388453449264,True,False,"(9.450000000000003, 20.800000000000004)"
0.20948100090026853,179.80591011047363,"(-7.944157811868853, -2.9594253798872594)","(2.1031993908435167, -18.944808494339526)","(1.75, -19.049999999999997)",0.3685309519638049,False,True,"(-6.85, -2.599999999999998)"
0.3016431331634521,239.999342918396,"(-12.267777095994317, 3.8260751493282212)","(-3.6700524320986214, -14.843449003628896)","(-4.0, -14.749999999999998)",0.34292581390625665,False,True,"(-10.9, 4.850000000000001)"
20.060574054718014,15.970333099365234,"(27.61428653118778, -6.793898914637087)","(28.770129520058187, -6.549210677175389)","(5.900000000000002, -7.749999999999998)",22.901631366827264,True,False,"(28.800000000000004, -6.549999999999997)"
20.00853705406189,34.44889307022095,"(-1.8639247899015432, -2.0461443091853013)","(-1.603712984942344, -1.0527773123555166)","(15.850000000000001, 18.550000000000004)",26.246923159078,True,False,"(-1.5999999999999979, -1.0499999999999972)"
0.3454232215881348,257.6198098659516,"(33.90328195725654, -14.510474419027522)","(1.2663466087746356, -3.6463333513959477)","(1.1500000000000021, -3.6499999999999986)",0.11640437141853048,False,True,"(32.900000000000006, -14.849999999999998)"
0.21754217147827148,600.0023729801177,"(30.66808940463407, -8.696149247430828)","(23.99842142805275, 6.549891922714362)","(25.700000000000003, -18.349999999999998)",24.9579644081677,False,False,"(30.85, -10.449999999999998)"
0.23447418212890625,55.668006896972656,"(9.115969975941258, 0.08856263840496337)","(14.116774595101957, -7.437056803173816)","(13.899999999999999, -7.799999999999997)",0.4227516874052973,False,True,"(10.400000000000002, -1.1499999999999986)"
0.3710989952087401,263.19965505599976,"(-13.51185564080219, -0.7833583653185435)","(5.851045654322722, 19.414351168705885)","(6.25, 19.000000000000007)",0.5751968888499932,False,True,"(-15.05, -0.24999999999999645)"
4.0054519176483145,51.99844598770142,"(7.691991336023643, -17.902413651047933)","(7.740553319859277, -16.872145003597467)","(22.200000000000003, -4.899999999999999)",18.772529245762183,True,False,"(7.75, -16.9)"
0.24110198020935056,40.23898005485536,"(21.08690772965414, 9.665549038731289)","(18.28215067670875, 8.959145764562056)","(18.35, 8.450000000000003)",0.5136467076138601,False,True,"(22.0, 8.250000000000004)"
0.3714230060577393,409.56730604171753,"(-9.221193706572747, 7.223202921908561)","(27.45105210300896, -10.994336471647983)","(27.1, -11.599999999999998)",0.7000470617057276,False,True,"(-10.2, 8.750000000000004)"
0.19287705421447754,139.9873378276825,"(14.27312927269071, 13.104280676449273)","(1.9428447459429525, 15.905617029654259)","(2.25, 15.700000000000003)",0.369625097874439,False,True,"(14.100000000000001, 15.0)"
20.02922105789185,29.89842796325684,"(-1.8746643934901928, 9.037806062213098)","(-0.606155503735269, 8.241755097353721)","(11.25, 20.450000000000003)",17.017921933413053,True,False,"(-0.5999999999999979, 8.250000000000004)"
0.2034940719604492,136.99939393997192,"(-18.277945710252975, 3.178945213464086)","(-8.516062646011054, -15.067170811325383)","(-8.75, -14.95)",0.26164037268357104,False,True,"(-18.4, 1.5500000000000043)"
0.3750600814819336,327.7539389133453,"(-8.25460159810711, -7.121583896257629)","(36.516490860270466, -15.789582296727337)","(36.050000000000004, -16.849999999999998)",1.1584901502084253,False,True,"(-8.049999999999999, -5.399999999999999)"
0.3555009365081787,363.35285806655884,"(-15.05266976714265, -4.309401710041724)","(26.86833334685604, 14.704029739348318)","(27.050000000000004, 14.150000000000006)",0.5830537924985035,False,True,"(-14.75, -2.4499999999999993)"
