calculation_time_oracle,execute_time_oracle,fake_location,final_location_oracle,finish_covarianceoracle,goal_location,how_far_from_goal_oracle,init_covariance,move_base_status_aborted_oracle,move_base_status_finish_oracle,real_location
20.018835067749023,17.325057029724118,"(1.9503245364124493, 1.945524596267822)","(3.4725431166536644, 2.6458174914878247)","[0.04140317919047831, -0.04294511912583587, -0.04294511912583587, 0.047388378592430946, 0.0015576657353875525]","(-3.327, -0.40200000000000014)",7.4513742394709555,"[0.18392028551493134, -0.04584592189452685, -0.04584592189452508, 0.1941870301744757, 0.0557851405798289]",True,False,"(3.473, 2.6479999999999997)"
0.1853489875793457,108.63553404808044,"(-0.6497592900820965, -4.510349860589565)","(-4.361483248803818, -0.3327998954007133)","[0.001228372989661608, -0.00014915923013703036, -0.00014915923013680832, 0.0007787817750732201, 0.0011012804144721277]","(-4.327, -0.3019999999999996)",0.046235570773603935,"[0.15062177330162474, 0.05439911267344533, 0.05439911267344533, 0.1503437098865028, 0.0624427480732032]",False,True,"(0.7730000000000006, -4.452)"
0.16187191009521484,46.56822204589844,"(-2.942555154234705, -5.296129709251616)","(-3.4929135133214677, 2.385473415369595)","[0.005087260158433082, 0.0009917559825964872, 0.0009917559825964872, 0.002984177008507949, 0.0010097519755395625]","(-3.4769999999999994, 2.3979999999999997)",0.02025228946897713,"[0.16130007210010788, -0.032963236027384824, -0.032963236027384824, 0.1927969613611964, 0.06103814275888]",False,True,"(-3.5269999999999997, -4.152)"
0.21928715705871585,129.57059502601624,"(-0.31551056603955374, 2.909124283134574)","(-2.7548992275070368, 0.09964749839829794)","[0.0024725618391299165, 0.0009314249541921282, 0.0009314249541921282, 0.0020308150341883163, 0.001270876629293167]","(-2.8269999999999995, 0.09799999999999986)",0.07211959265729646,"[0.17141204376476316, -0.07617247383021608, -0.07617247383021608, 0.1500005308183754, 0.0666414077879913]",False,True,"(0.6730000000000009, 1.9979999999999993)"
0.23116493225097656,42.38808012008667,"(2.142545285614105, 0.8718053939071738)","(3.82150198260919, -3.4580391670906785)","[0.0016897355539562398, 0.0008313120322025469, 0.0008313120322025469, 0.0026069877776020434, 0.0011205724964660363]","(3.7730000000000006, -3.552)",0.10574062813335074,"[0.18321927937767324, -0.053697119445699215, -0.053697119445699215, 0.19753838755728204, 0.05630829286750564]",False,True,"(2.673000000000001, 1.7480000000000002)"
20.041424036026,11.950707912445068,"(-3.225726755593967, 0.5417028345099428)","(-1.8768629178677048, 1.5480599729598243)","[0.18456886510395432, 0.027202057492818454, 0.027202057492818454, 0.1288849481204739, 0.06761362366786614]","(2.8230000000000004, -2.702)",6.336538583525172,"[0.18456886510395432, 0.027202057492818454, 0.027202057492818454, 0.1288849481204739, 0.06761362366786614]",True,False,"(-1.8769999999999998, 1.548)"
0.16463685035705564,45.275787115097046,"(1.8521220963517644, -4.353699218572755)","(3.7476905598200947, -0.22555514293986942)","[0.0030201090965142896, -0.0019481399982500536, -0.0019481399982500536, 0.003831212428365295, 0.0022980117975713492]","(3.673000000000001, -0.2519999999999998)",0.07923389546885683,"[0.15852942123254987, 0.06185498030976966, 0.06185498030976966, 0.17562058983902062, 0.0596815674714417]",False,True,"(1.5730000000000004, -5.502000000000001)"
0.18285107612609866,53.82985901832581,"(0.9768371320378941, 0.6505408522244871)","(2.2755595244622215, -5.290841568532571)","[0.005968439112816526, 0.0038467903437418016, 0.0038467903437418016, 0.005225187902976103, 0.0011012130654461537]","(2.2230000000000008, -5.352)",0.08064029607616201,"[0.15715179644440802, -0.0597211200811002, -0.0597211200811002, 0.1921820112937471, 0.06776104565087118]",False,True,"(2.173000000000001, 0.4480000000000004)"
20.018394947052,9.419996023178099,"(1.0883032326011919, 1.4661544076061128)","(-0.684776345010966, 1.5654024947698866)","[0.2084363065586603, 0.002053520915510587, 0.002053520915510587, 0.13771639914110434, 0.06524428475696466]","(4.473, 1.9480000000000004)",5.171947184200838,"[0.2084363065586603, 0.002053520915510587, 0.002053520915510587, 0.13771639914110434, 0.06524428475696466]",True,False,"(-0.7269999999999994, 1.5979999999999999)"
20.023024797439575,12.825897216796875,"(-0.49441225495778207, -0.6633394388003053)","(0.172855089367506, 0.6458987077377583)","[0.001968501939487683, -0.000527990161621944, -0.000527990161621944, 0.002041502141312046, 0.0014406764723490994]","(1.173000000000001, -5.0520000000000005)",5.785009898513891,"[0.1942569097786433, -0.005993498272307454, -0.005993498272307482, 0.17146498725909914, 0.06223172289583455]",True,False,"(0.17300000000000093, 0.6479999999999997)"
20.01512908935547,14.264055013656616,"(-1.2840031567556383, -2.972167253748482)","(-0.727081901852625, -4.404104384169022)","[0.0058389935140762406, 0.004399436708895532, 0.004399436708895532, 0.006176210325389064, 0.0023564698422530264]","(2.623, -5.002000000000001)",3.4030174722664013,"[0.15614999723331469, 0.042484278921861574, 0.042484278921861574, 0.16248315923292012, 0.0602625738501523]",True,False,"(-0.7269999999999994, -4.402)"
0.04533290863037109,13.881909132003784,"(0.35277492369418484, -0.4711993640419503)","(-1.2110739183887282, -0.17785309382462555)","[0.0029082506562876365, -0.0012692516828403666, -0.0012692516828403666, 0.003841401385501309, 0.0013827436428826773]","(-1.2769999999999997, -0.15200000000000014)",0.07081405719855986,"[0.17601959193311545, 0.0004522072562177515, 0.0004522072562177515, 0.16751760968374718, 0.06284651637481498]",False,True,"(-0.6769999999999996, -1.2519999999999998)"
20.019551992416385,11.503789186477661,"(0.25258133055883736, -4.5263157043842925)","(1.572851814256145, -4.75409949163821)","[0.07861458827765766, 0.07722773220554924, 0.07722773220554924, 0.07803189102027375, 0.0019733825734850868]","(-1.0269999999999997, 1.298)",6.586891354256456,"[0.1534709289235323, 0.06996178388412222, 0.06996178388412222, 0.1718560788152459, 0.06423536636423535]",True,False,"(1.5730000000000004, -4.752000000000001)"
0.21906304359436035,27.835521936416626,"(-1.2537702704784994, -2.010220928569459)","(-2.137606972301289, -0.4810392972794231)","[0.0012852105929370694, 0.00015768665800952597, 0.00015768665800974802, 0.0018938086988322667, 0.0010570821797192412]","(-2.1769999999999996, -0.5019999999999998)",0.04462243482612485,"[0.16882991312586695, 0.006270173246804296, 0.006270173246804289, 0.18228597808201208, 0.059377536447243896]",False,True,"(-0.026999999999999247, -2.802)"
0.18843698501586914,22.215188026428226,"(-0.5716917826876573, -4.260183885210291)","(0.60187180807039, -2.342772440564943)","[0.013812698005371604, 0.009113559822366613, 0.009113559822366613, 0.01210236318583835, 0.0012109431408622614]","(0.6730000000000009, -2.2520000000000002)",0.11532066446778567,"[0.15177951929909517, 0.04836679938960664, 0.04836679938960753, 0.17525722796105825, 0.05758901037166155]",False,True,"(-1.7269999999999994, -4.752000000000001)"
20.0101900100708,14.475604772567749,"(1.9542212888950012, -4.550586058637675)","(1.0728895431768617, -3.804092575162389)","[0.007218289647124454, 0.005173259707054179, 0.005173259707054179, 0.007109423444019214, 0.0022375515376043564]","(3.5230000000000006, -3.2520000000000002)",2.511542844982647,"[0.16294996187329724, 0.047677864094080924, 0.047677864094080924, 0.16568678734076236, 0.061053889036323465]",True,False,"(1.0730000000000004, -3.802)"
0.1891751289367676,96.09551692008972,"(1.7615202564017043, 1.057360499705236)","(-0.9847677083281559, -4.095934335538911)","[0.0033289052863706425, 0.0016935429449072004, 0.0016935429449072004, 0.0030531926223176242, 0.001041451647687847]","(-0.9769999999999994, -4.052)",0.04461572740544493,"[0.17732069842397236, -0.08450412737903634, -0.08450412737903634, 0.15430625545645116, 0.06684239169789509]",False,True,"(0.8230000000000004, 1.8479999999999999)"
0.16011595726013186,24.52224898338318,"(3.7200856070850494, -4.76953550821962)","(3.3434038310219427, -3.299263685325681)","[0.015681178839354715, 0.013021581328803933, 0.013021581328803933, 0.012147997028053581, 0.0008797455748727465]","(3.3230000000000013, -3.2520000000000002)",0.05147982392099749,"[0.18354539411096837, 0.04023826586714918, 0.04023826586714918, 0.1887622246578715, 0.058244371223875026]",False,True,"(4.473, -5.652)"
0.16739177703857422,48.99258923530578,"(4.610239745294135, -5.085444728202473)","(4.336193591489226, 1.925844429686396)","[0.004571491880152934, -0.002038081136563008, -0.002038081136563008, 0.002294222485919928, 0.0010116921161528998]","(4.223, 1.9480000000000004)",0.11534148624909828,"[0.17935444799743117, 0.04834993572631241, 0.04834993572631241, 0.19231881630323144, 0.058076238170559305]",False,True,"(2.7730000000000006, -4.852)"
20.043769121170047,14.237967014312744,"(-2.505429976376856, 0.29347008761668936)","(-0.8271459513091801, 0.49589824084287504)","[0.002310409667204083, -0.00024998679806181867, -0.00024998679806176316, 0.001815541952356503, 0.0013855534656854267]","(4.723000000000002, 1.9979999999999993)",5.7498199776772685,"[0.18143298975394662, -0.0013251898954593222, -0.0013251898954593777, 0.1661556527556723, 0.0630301835719504]",True,False,"(-0.827, 0.4980000000000002)"
0.199962854385376,76.37810707092284,"(3.2814088409852222, -1.7418018186790318)","(-4.295019637090526, -5.284222721628665)","[0.002948218076092246, -0.0010769894480233688, -0.0010769894480233688, 0.0038295907929111195, 0.0013080015759821312]","(-4.327, -5.3020000000000005)",0.03658927763858707,"[0.19899683606700336, -0.026788656216128803, -0.026788656216128803, 0.2048220792855434, 0.06945934211408558]",False,True,"(2.8230000000000004, -0.3019999999999996)"
20.02316093444824,11.601258039474487,"(0.27966621770691713, 2.193735250581591)","(-0.8189375731665078, 1.3939519635005253)","[0.21481843749288698, -0.015288238559849177, -0.015288238559849177, 0.14273887477204683, 0.06734670639607124]","(-2.727, 2.2479999999999993)",2.090478479521452,"[0.21481843749288698, -0.015288238559849177, -0.015288238559849177, 0.14273887477204683, 0.06734670639607124]",True,False,"(-0.9269999999999996, 1.4480000000000004)"
0.14687085151672366,14.965381145477295,"(-3.756474906200752, -4.170739030256547)","(-3.258242019666103, -3.8269647485606653)","[0.0028146535440374265, -0.002062408363368462, -0.002062408363368462, 0.0035377589182399305, 0.0012197010804613025]","(-3.2769999999999997, -3.802)",0.03122659918889806,"[0.12926702068922147, -0.006638418384117273, -0.006638418384117273, 0.17279717387953397, 0.0650507457061641]",False,True,"(-2.377, -3.652)"
20.02330708503723,11.333477020263672,"(3.0353756493662916, -2.5819242857622235)","(2.2982138089149067, -1.4017974316964195)","[0.1752510521412125, -0.006889540078079737, -0.006889540078079737, 0.1923456319596677, 0.064221023239483]","(-2.2269999999999994, -5.352)",6.006801174254592,"[0.1752510521412125, -0.006889540078079737, -0.006889540078079737, 0.1923456319596677, 0.064221023239483]",True,False,"(2.173000000000001, -1.4020000000000001)"
