calculation_time_oracle,calculation_time_without_oracle,execute_time_oracle,execute_time_without_oracle,fake_location,final_location_oracle,final_location_without_oracle,goal_location,how_far_from_goal_oracle,how_far_from_goal_without_oracle,metric-0,metric-1,metric-2,metric-3,move_base_status_finish_oracle,move_base_status_finish_without_oracle,real_location
0.2713730335235596,0.2347419261932373,51.6909830570221,71.07995700836182,"(2.5064533617596325, -3.1374626702519213)","(-1.6475136546286977, -3.318802725044249)","(-1.4435333473881138, -2.545062044257147)","(-2.6499999999999995, -2.0)",1.6565685920721924,1.3238785503037311,212.0,213.75,2.3525101001155986,176.12,False,False,"(3.5500000000000007, -4.1499999999999995)"
