dead_reakoing_mean_dist,dead_reakoing_mean_step,dead_reakoing_percent,fake_location,goal_location,metric-0,metric-1,metric-2,metric-3,real_location
2.4187259303301647,94.62666666666668,0.28400000000000003,"(2.142545285614105, 0.8718053939071738)","(3.7730000000000006, -3.552)",193.0,350.37888888888887,693.3033517450208,4.0,"(2.673000000000001, 1.7480000000000002)"
0.5837678029982902,43.567586206896564,0.4834482758620689,"(-1.8851729975671456, -1.7278089623909225)","(-2.2269999999999994, -0.15200000000000014)",81.0,779.4366222222222,192.4020978335457,6.333333333333332,"(-2.2269999999999994, -0.15200000000000014)"
0.001877271801001321,77.92035398230087,1.0,"(-4.595758722957059, 2.0265387283274863)","(-2.4269999999999996, 1.6980000000000004)",89.0,1312.1826222222219,66.66379452776218,0.0,"(-2.9269999999999996, 1.6479999999999997)"
0.03202243531840946,306.078102189781,0.95985401459854,"(-2.942555154234705, -5.296129709251616)","(-3.4769999999999994, 2.3979999999999997)",332.0,7763.193822222222,108.83103025754976,0.04,"(-3.5269999999999997, -4.152)"
1.701047922528948,36.995333333333335,0.02,"(2.1107049264577067, 1.3683974397660201)","(4.473, 2.0980000000000008)",82.0,279.3344,62.668287799225986,7.2266666666666675,"(1.2730000000000006, 2.1479999999999997)"
0.3623683044921589,240.9409395973154,0.5818791946308725,"(-3.3000231106820146, 0.42533130760901255)","(1.673000000000001, -0.8520000000000003)",236.0,1187.4382666666668,1025.8785117979037,260.8,"(-2.0269999999999997, 0.09799999999999986)"
3.821135767678864,33.955555555555556,0.019259259259259264,"(0.9958076269908036, -2.7004203948082037)","(4.623, -1.3019999999999996)",255.0,5973.99222222222,806.0617661911375,243.82666666666665,"(0.0730000000000004, -1.5019999999999998)"
1.7140071199896962,62.55866666666666,0.4206666666666666,"(-1.4541293405676328, -3.597039098985829)","(0.8730000000000002, -5.852)",123.0,374.4964,270.52758400000005,418.16,"(-1.6269999999999998, -2.302)"
0.17630724776608991,259.8867924528302,1.0,"(4.611558935251819, 2.0372650945212576)","(-0.7769999999999992, -1.4020000000000001)",272.0,15019.228266666667,576.6408758380353,200.7,"(4.673000000000001, 0.3979999999999997)"
2.6657269956149223,232.53933333333333,0.05466666666666666,"(-3.225726755593967, 0.5417028345099428)","(2.8230000000000004, -2.702)",346.0,376.6312888888888,1533.6090580291711,210.42,"(-1.8769999999999998, 1.548)"
3.451364250007652,188.44395604395612,0.0,"(-4.748517824885054, -1.9125292842854986)","(2.873, -2.152)",334.0,26721.029155555552,382.6014725157035,306.48,"(-4.327, -0.10200000000000031)"
1.1425503759908475,69.43999999999998,0.2957894736842105,"(-1.9027514768308613, -5.919490403559002)","(-3.4269999999999996, -3.1020000000000003)",105.0,3242.269733333333,57.541888105780146,4.4,"(-2.877, -4.752000000000001)"
0.3645344547299344,170.97032967032968,0.9010989010989012,"(1.174755808323292, 2.9676174644533635)","(-0.7269999999999994, -1.1020000000000003)",159.0,8722.213155555555,515.6275954856018,197.68,"(1.173000000000001, 1.548)"
1.8220006660262924,25.38666666666667,0.19466666666666665,"(1.5246954291000254, -3.9249367232215917)","(-0.827, -4.402)",100.0,275.6706222222224,100.59158562713984,442.16,"(1.9730000000000008, -4.852)"
0.2139905938551476,85.76733333333333,0.8993333333333338,"(-1.731675057059007, -4.001725492527301)","(0.5730000000000004, -3.652)",120.0,423.6019555555557,82.41413779624429,280.3,"(-1.7269999999999994, -5.902)"
0.04938420345058132,63.88666666666666,1.0,"(3.7200856070850494, -4.76953550821962)","(3.3230000000000013, -3.2520000000000002)",44.0,361.29759999999993,139.4771577924727,0.0,"(4.473, -5.652)"
