calculation_time_without_oracle,execute_time_without_oracle,fake_location,final_location_without_oracle,finish_covariancewithout_oracle,goal_location,how_far_from_goal_without_oracle,init_covariance,metric-0,metric-1,metric-2,metric-3,move_base_status_aborted_without_oracle,move_base_status_finish_without_oracle,real_location
0.14948320388793945,34.99964189529419,"(3.7200856070850494, -4.76953550821962)","(3.483474904162197, -3.038868627576832)","[0.008814055713262547, 0.006500861939386482, 0.006500861939386482, 0.006180713175028885, 0.0014887901097000518]","(3.3230000000000013, -3.2520000000000002)",0.2667905110322498,"[0.2285120087683996, -0.02531935338856428, -0.02531935338856428, 0.25052660232235624, 0.0630440410720587]",67.0,350.9086222222222,4.913990339669953,93.34,False,True,"(4.473, -5.652)"
0.1694660186767578,30.890751123428345,"(-0.5716917826876573, -4.260183885210291)","(0.441380572523255, -2.5222289959542223)","[0.03285509846471868, 0.01729305936899239, 0.01729305936899239, 0.01191739490593502, 0.0014965985040171507]","(0.6730000000000009, -2.2520000000000002)",0.3559090746793098,"[0.2043848328126715, 0.023053112718702806, 0.023053112718702806, 0.1866019865258295, 0.06511309284753708]",94.0,3630.704933333333,16.89668848528654,433.44666666666666,False,True,"(-1.7269999999999994, -4.752000000000001)"
20.01692795753479,13.966970920562744,"(1.8444062097352991, -6.090878116619872)","(0.17299178331588871, -6.004078643143282)","[0.008345199947752624, 0.0075428202607961126, 0.0075428202607961126, 0.00982583277017568, 0.0027852716644166213]","(0.8730000000000002, 1.4980000000000002)",7.534666248171304,"[0.3130116350899881, -0.06930762431109017, -0.06930762431109017, 0.29776765672301764, 0.06641409049985089]",781.0,150755.24982222222,86.00266091789213,507.35333333333335,True,False,"(0.17300000000000093, -6.002000000000001)"
20.02022480964661,14.466301202774048,"(-1.2840031567556383, -2.972167253748482)","(-0.7267869574716324, -4.404039610693372)","[0.002217781364962368, 0.0008881241251108563, 0.0008881241251108563, 0.0022196189501286767, 0.0018346267989112148]","(2.623, -5.002000000000001)",3.4027384982726474,"[0.2508318379443133, -0.04980862980072587, -0.049808629800725424, 0.23748157907187917, 0.06423007850161944]",781.0,11955.235599999995,227.10981378186747,466.70666666666665,True,False,"(-0.7269999999999994, -4.402)"
0.14325499534606936,38.188576936721795,"(4.027565547967196, 0.6909240349618997)","(3.3785119482014654, -0.33634599495368717)","[0.17501196847445755, -0.176844658921244, -0.17684465892124424, 0.18101891803360418, 0.003073087433491335]","(1.423000000000001, -3.202)",3.4692938555557182,"[0.27877988553432154, 0.07464625079252452, 0.07464625079252452, 0.3277694641444913, 0.07118878053103746]",761.0,15972.651066666665,244.34002924213746,861.82,True,False,"(3.123, -0.5519999999999996)"
20.020071029663086,33.09593796730041,"(0.9128206675892838, 2.278197554863361)","(-2.464797023605008, 0.8758774335904725)","[0.00111449024916066, 0.0001547507084800337, 0.0001547507084800337, 0.00163379828822241, 0.0013483358358440803]","(-2.4269999999999996, 0.9980000000000002)",0.12783792950391154,"[0.22505391199844849, 0.03272310952640045, 0.03272310952640045, 0.24712413632429886, 0.06398538263169774]",179.0,2498.865822222222,38.01592990713644,217.6266666666667,False,True,"(-0.1769999999999996, 0.9480000000000004)"
0.20177221298217773,74.80992889404297,"(3.2814088409852222, -1.7418018186790318)","(-4.183759748404953, -5.354191743080567)","[0.002586940384002645, -0.0020614685160538215, -0.0020614685160538215, 0.005300701517487738, 0.0012731943655058266]","(-4.327, -5.3020000000000005)",0.15245244413521258,"[0.22073750292676309, 0.006177062186798921, 0.006177062186800697, 0.22922645104118056, 0.06452183491648268]",451.0,14274.001955555554,98.84681426888308,732.1533333333333,False,True,"(2.8230000000000004, -0.3019999999999996)"
20.057898998260494,55.230934143066406,"(2.3373453757153713, -0.7614909670120606)","(2.97125207363922, -3.4209659586529626)","[0.0028920000183028094, 0.0007704819748752811, 0.0007704819748770575, 0.0014291613346397725, 0.0015142529817150701]","(2.873, -3.452)",0.10303679777990124,"[0.20018107861123724, 0.012854545711751042, 0.012854545711751042, 0.20801058299993114, 0.07209836697918864]",781.0,59532.07506666668,166.44848976109975,398.66,False,True,"(2.873, 0.34799999999999986)"
0.18856096267700195,82.60882782936095,"(2.807796396916581, -1.3392915465459287)","(3.942262219686676, -2.94577836630126)","[0.0023035808076201647, 0.001037545298128606, 0.001037545298128606, 0.0019547273165283485, 0.0014596632180422858]","(1.9730000000000008, 2.7479999999999993)",6.0247079410080575,"[0.22503500184736325, 0.012619411422845506, 0.012619411422845506, 0.22005456362550824, 0.06506166929785209]",755.0,32417.93226666667,210.33206979736,803.4133333333333,True,False,"(3.5730000000000013, -2.652)"
20.018394947052,10.69904398918152,"(1.2687744005561212, -2.093403500750976)","(2.223159326113954, -1.1019339356328384)","[0.18791990032368133, 0.019480959420931754, 0.019480959420931754, 0.1898676699546975, 0.06524923545329277]","(4.423000000000001, 1.2480000000000002)",3.2189266056128494,"[0.18791990032368133, 0.019480959420931754, 0.019480959420931754, 0.1898676699546975, 0.06524923545329277]",781.0,23386.900266666657,225.53643517828945,896.64,True,False,"(2.2230000000000008, -1.1020000000000003)"
0.19965600967407227,96.32406306266785,"(-2.3589034886473046, 2.432364112004513)","(-2.1401557111569116, -0.3085642411090847)","[0.0022099367229317934, 0.0004950429219340302, 0.0004950429219340302, 0.0016401783246043078, 0.000845015078417184]","(-2.1769999999999996, -0.3019999999999996)",0.037424469023502535,"[0.23542662783373824, 0.009442377659813594, 0.009442377659813594, 0.19063496785779233, 0.06515918855763876]",604.0,34300.695155555564,158.18025524626418,596.9,False,True,"(-3.4269999999999996, 2.3979999999999997)"
0.1847090721130371,42.99599695205689,"(-0.8431186337278354, -6.003806492975875)","(-0.1681241089681637, -1.0891516205612257)","[0.0018362896152643304, 0.00015449387386023972, 0.0001544938738601287, 0.000794573582184821, 0.0008541366805568903]","(-0.5269999999999992, -1.5019999999999998)",0.5470243957714462,"[0.3188270599367774, -0.0351200095523696, -0.0351200095523696, 0.23903807120979081, 0.07046731124492256]",781.0,70651.78382222222,12.078839940554536,250.91333333333333,False,True,"(-1.0769999999999995, -4.052)"
0.18781089782714844,46.49765610694885,"(-3.495922196458278, 0.7603259659990054)","(-3.2884053414613406, -0.6258269754674317)","[0.0013291532672496942, -0.0002248612763402491, -0.0002248612763402491, 0.0014997661402258444, 0.002439051685177819]","(0.3730000000000002, 2.3979999999999997)",4.748622816359092,"[0.21318166919865789, 0.03161094351647087, 0.03161094351647131, 0.2268503131325243, 0.07669126158392252]",187.0,3456.063155555556,45.96986406734986,214.4333333333333,True,False,"(-3.2769999999999997, -0.7519999999999998)"
0.18289494514465326,66.89200210571289,"(-1.5025784315302402, -4.5735324699072475)","(-1.7087382621104237, -0.32252924741084066)","[0.0021628478640027815, 0.0003400440475376243, 0.0003400440475376243, 0.001498237235174782, 0.0012701319722685355]","(-1.7269999999999994, -0.45199999999999996)",0.13075231105701676,"[0.2461271789839059, -0.05717586803999808, -0.05717586803999808, 0.24717800669836265, 0.06364808383735958]",327.0,3053.765733333333,43.20948217661783,413.50666666666666,False,True,"(-1.9769999999999994, -3.052)"
20.015182018280033,14.618186950683596,"(-1.4053534252580375, -0.8716143969216705)","(-0.4271065008458263, -1.9540846187133414)","[0.001910837467506532, -0.00027207853070088106, -0.00027207853070088106, 0.001575527333142368, 0.0025896896774528478]","(3.0730000000000004, -5.3020000000000005)",4.843478390322291,"[0.20012658376843695, -0.0334218019235728, -0.0334218019235728, 0.21549894182719564, 0.07010804481405279]",781.0,0.0,222.0689340464449,449.12666666666667,True,False,"(-0.4269999999999996, -1.952)"
20.05950808525085,11.222064018249512,"(3.4424577830693925, -1.712231188754497)","(2.0731482988294143, -2.551936954241971)","[0.22923112500809673, 0.018390827045939417, 0.018390827045939417, 0.21371093953074682, 0.0701939139113877]","(2.2730000000000006, -1.4020000000000001)",1.167174237717779,"[0.22923112500809673, 0.018390827045939417, 0.018390827045939417, 0.21371093953074682, 0.0701939139113877]",40.0,18370.391288888888,5.759282787645992,103.28,True,False,"(2.0730000000000004, -2.552)"
